hub,in_degree,in_volume,out_degree,out_volume,hub_delay_ratio,hub_breach_rate,betweenness,pagerank,clustering
IND443301AAA,1.0,5.0,1.0,2.0,2.4358974358974357,1.0,0.0004053738488258388,0.00025463963536614416,0.0
IND444005AAB,3.0,46.0,3.0,26.0,2.2793361990167744,1.0,0.004433571230497541,0.0008503310578079362,0.1
IND444203AAA,2.0,3.0,1.0,5.0,2.628205128205128,1.0,0.001610549206766204,0.000548659434375882,0.6666666666666666
IND444303AAA,1.0,1.0,1.0,2.0,2.6666666666666665,1.0,0.0,0.00029657266723020267,1.0
IND444602AAA,0.0,0.0,1.0,21.0,2.1095890410958904,1.0,0.0,0.00011564321245522476,0.0
IND445001AAB,1.0,12.0,0.0,0.0,2.1921921921921923,1.0,0.0,0.0002974921640410689,0.0
IND445101AAA,0.0,0.0,1.0,1.0,2.4242424242424243,1.0,0.0,0.00011564321245522476,0.0
IND450331AAA,1.0,16.0,1.0,13.0,2.75,1.0,1.0946188537151363e-06,0.0008331619428417929,1.0
IND451666AAA,0.0,0.0,2.0,10.0,2.6564306922956713,1.0,0.0,0.00011564321245522476,1.0
IND452001AAC,2.0,14.0,2.0,11.0,2.5,1.0,1.20408073908665e-05,0.0008451322325427935,0.3333333333333333
IND454001AAA,0.0,0.0,1.0,17.0,1.0884955752212389,0.17647058823529413,0.0,0.00011564321245522476,0.0
IND457001AAA,1.0,17.0,2.0,19.0,1.1012820512820514,0.2777777777777778,0.0004042792299721237,0.00021393994304216697,0.3333333333333333
IND457226AAA,1.0,16.0,1.0,16.0,1.4550179928028788,0.625,0.0008078287140417706,0.0002687791716854094,1.0
IND457661AAA,1.0,11.0,0.0,0.0,2.8484848484848486,1.0,0.0,0.0004768404393623825,0.0
IND458001AAB,1.0,12.0,1.0,11.0,1.7575757575757576,1.0,0.0004053738488258388,0.000596644488758372,1.0
IND458664AAA,1.0,6.0,1.0,7.0,2.142857142857143,0.7692307692307693,0.000808193586993009,0.0003943508782992311,0.0
IND458990AAA,1.0,11.0,1.0,10.0,1.962962962962963,1.0,0.00040318461111840854,0.0006227910278998781,1.0
IND460001AAA,1.0,20.0,1.0,21.0,1.9166666666666667,0.8780487804878049,0.0008136666812615847,0.0004014388105357467,0.0
IND461001AAA,1.0,5.0,1.0,1.0,2.9345098039215687,1.0,0.0016244143789132623,0.0002595140034512677,0.0
IND461111AAA,1.0,1.0,1.0,20.0,1.9333333333333333,1.0,0.001219405403038662,0.00033623011538882325,0.0
IND462001AAA,2.0,4.0,1.0,28.0,4.115384615384615,1.0,0.00040354948406964695,0.00030026241763979274,0.0
IND462011AAA,1.0,30.0,1.0,11.0,2.3636363636363638,1.0,0.0,0.0009788679584314826,0.0
IND462021AAA,0.0,0.0,1.0,1.0,6.7272727272727275,1.0,0.0,0.00011564321245522476,0.0
IND462022AAA,13.0,143.0,9.0,123.0,2.077364471471083,0.9736842105263158,0.04356692499671614,0.004163789951179027,0.0718954248366013
IND462042AAA,1.0,2.0,1.0,17.0,4.5625,1.0,0.0,0.00017319152885364195,0.0
IND464001AAA,0.0,0.0,1.0,1.0,1.3291139240506329,1.0,0.0,0.00011564321245522476,0.0
IND464221AAA,1.0,1.0,1.0,1.0,1.3717938041305797,1.0,0.00040573872177707723,0.00021393994304216697,0.0
IND464668AAA,1.0,7.0,1.0,2.0,1.7032967032967032,1.0,0.006771677102033072,0.0006772670649730883,0.0
IND465001AAA,1.0,13.0,3.0,9.0,1.4519315188762072,0.7727272727272727,0.0016149276821810646,0.0005053854570304244,0.5
IND465333A1B,1.0,2.0,2.0,2.0,0.6974053295932678,0.25,0.0,0.0002111049098943146,1.0
IND465333AAA,2.0,4.0,1.0,3.0,1.4025974025974026,0.5714285714285714,0.0,0.00034855534531894863,1.0
IND465669AAB,1.0,10.0,1.0,11.0,1.9104477611940298,1.0,0.001619306157595925,0.0004033847944473107,0.0
IND465683AAA,1.0,11.0,1.0,13.0,1.5138888888888888,1.0,0.0016171169198884948,0.0004585202877354795,0.0
IND466001AAA,1.0,14.0,1.0,15.0,2.1153846153846154,1.0,0.0004053738488258388,0.000518481427244145,1.0
IND466116AAA,1.0,15.0,1.0,13.0,2.0484902573255988,1.0,0.00040318461111840854,0.0005563524256128045,1.0
IND470004AAA,1.0,1.0,4.0,6.0,2.25,1.0,0.0008107476976516776,0.000297492164041069,0.2
IND470113AAA,2.0,9.0,2.0,3.0,1.9482758620689655,0.9166666666666666,7.297459024767576e-07,0.0003698754190270306,0.5
IND470117AAA,2.0,3.0,1.0,6.0,1.2554744525547445,0.6666666666666666,1.0946188537151363e-06,0.00036738400647636383,0.6666666666666666
IND470227AAB,2.0,7.0,0.0,0.0,1.1897810218978102,0.42857142857142855,0.0,0.0005327176533511324,1.0
IND471001AAA,2.0,12.0,1.0,9.0,2.108910891089109,1.0,0.0011916750587445451,0.0007223490003106349,0.6666666666666666
IND472001AAA,2.0,11.0,2.0,19.0,2.21585328422345,0.9666666666666667,0.001195323788256929,0.0008508724971098836,0.3333333333333333
IND473001AAA,1.0,10.0,1.0,11.0,1.8421052631578947,0.9523809523809523,3.648729512383788e-07,0.00029810435753318724,1.0
IND473226AAA,1.0,17.0,2.0,20.0,1.9135802469135803,0.972972972972973,0.000808193586993009,0.00042932034135990347,0.3333333333333333
IND473331AAA,1.0,11.0,1.0,17.0,2.0522941970310393,1.0,0.0004042792299721237,0.0003690319163584386,1.0
IND473443AAA,1.0,2.0,1.0,7.0,1.896551724137931,1.0,0.0,0.00019993265893352878,1.0
IND473551AAA,1.0,1.0,0.0,0.0,1.4661654135338347,1.0,0.0,0.00014727217324977417,0.0
IND474003AAA,8.0,43.0,6.0,40.0,1.5104166666666667,0.7228915662650602,0.011951413517813097,0.0014884216844492982,0.10606060606060606
IND475661AAB,1.0,1.0,0.0,0.0,2.311688311688312,1.0,0.0,0.00014727217324977417,0.0
IND476001AAA,1.0,3.0,1.0,1.0,1.8194444444444444,1.0,0.0,0.00021053009483887293,1.0
IND476111AAA,2.0,9.0,2.0,8.0,2.188679245283019,1.0,0.0012132025628676095,0.0005476254794246685,0.5
IND477001AAA,1.0,6.0,1.0,1.0,2.056603773584906,1.0,0.0,0.00046475445558846767,1.0
IND477001AAB,1.0,2.0,1.0,11.0,3.9245283018867925,1.0,0.000805274603383102,0.0002320136268329724,1.0
IND480001AAA,2.0,8.0,2.0,12.0,1.5405679513184585,0.85,0.0002014098690835851,0.0006638483322081422,0.6666666666666666
IND480106AAA,1.0,21.0,0.0,0.0,1.4285714285714286,0.9523809523809523,0.0,0.0005039794836542874,0.0
IND480334AAA,1.0,21.0,1.0,21.0,1.4857142857142858,0.8571428571428571,0.00040719821358203075,0.00045686620141063296,0.0
IND480661AAA,3.0,14.0,2.0,8.0,1.549019607843137,0.9090909090909091,0.0006060539720069472,0.0008271558854668196,0.6666666666666666
IND480886AAA,1.0,8.0,2.0,8.0,1.7682539682539682,0.8125,0.00040500897587460047,0.0005842109711233708,0.6666666666666666
IND481001AAA,1.0,9.0,0.0,0.0,2.2962962962962963,1.0,0.0,0.00021393994304216697,0.0
IND481661AAA,2.0,8.0,1.0,9.0,1.3419689119170986,0.7647058823529411,0.0012080943415502723,0.0007370002698365561,0.6666666666666666
IND482002AAA,1.0,4.0,1.0,3.0,10.0,1.0,0.0,0.0003499270917892978,0.0
IND483225AAA,1.0,3.0,1.0,3.0,2.4321236559139785,1.0,0.0,0.0002913561219557795,1.0
IND483501AAA,2.0,14.0,1.0,3.0,2.3225806451612905,1.0,0.000808193586993009,0.0010075765842863622,0.6666666666666666
IND483770AAA,1.0,3.0,1.0,2.0,2.2291666666666665,1.0,0.0008060043492855788,0.0009720833090987414,1.0
IND484001AAA,2.0,3.0,2.0,7.0,1.5484974572353214,0.9,0.0016149276821810646,0.0004019139533809139,0.3333333333333333
IND484224AAA,1.0,3.0,1.0,1.0,1.1944444444444444,0.5,0.0,0.0002620547240439943,1.0
IND484446AAA,2.0,5.0,1.0,3.0,1.3832526230831315,0.75,0.001610549206766204,0.0005336050766776554,0.3333333333333333
IND484551AAA,1.0,1.0,1.0,1.0,2.81,1.0,0.0,0.00018159900555653755,1.0
IND484661AAE,1.0,2.0,2.0,3.0,2.282608695652174,0.6,0.001619306157595925,0.00023278515212226127,0.3333333333333333
IND485001AAC,2.0,29.0,5.0,21.0,2.41050938012264,1.0,0.0028336033393172497,0.0011905871427528784,0.23809523809523808
IND485771AAA,1.0,3.0,2.0,2.0,3.0606060606060606,1.0,0.0,0.00026021450836094604,1.0
IND486001AAA,2.0,3.0,1.0,2.0,2.6231884057971016,1.0,0.0,0.0003226152424457823,1.0
IND486661AAA,1.0,6.0,1.0,5.0,2.5238095238095237,1.0,0.001225243370258476,0.0007458412827211494,0.0
IND486771AAA,3.0,8.0,1.0,6.0,2.6419047619047618,1.0,0.0012274326079659062,0.0007414094944304375,0.5
IND486886AAA,1.0,7.0,1.0,7.0,2.0211640211640214,1.0,3.283856561145409e-06,0.00036851155189013686,0.0
IND486889AAA,1.0,7.0,2.0,7.0,2.4,1.0,2.9189836099070305e-06,0.00042887803156184574,0.3333333333333333
IND487001AAA,1.0,2.0,1.0,4.0,1.5067632850241546,0.8333333333333334,0.0,0.00023278515212226127,0.0
IND487001AAB,1.0,5.0,1.0,4.0,1.6049382716049383,1.0,0.006372506093378286,0.00040849806162281604,0.0
IND487551AAA,2.0,8.0,1.0,7.0,1.6263736263736264,0.9333333333333333,0.006773866339740502,0.000660733944138596,0.0
IND488001AAA,1.0,3.0,1.0,4.0,2.1914893617021276,1.0,0.0,0.00026021450836094604,1.0
IND490023AAA,1.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0003685115518901369,0.0
IND491001AAA,0.0,0.0,1.0,1.0,1.3391304347826087,1.0,0.0,0.00011564321245522476,0.0
IND491995AAB,1.0,12.0,0.0,0.0,0.6439653531315439,0.0,0.0,0.0002974921640410689,0.0
IND492001AAB,0.0,0.0,1.0,8.0,3.0,1.0,0.0,0.00011564321245522476,0.0
IND492007AAA,1.0,8.0,0.0,0.0,3.0,1.0,0.0,0.00021393994304216697,0.0
IND493118AAC,0.0,0.0,1.0,11.0,1.702127659574468,1.0,0.0,0.00011564321245522476,0.0
IND493445AAB,1.0,11.0,1.0,1.0,1.3928571428571428,0.75,7.297459024767576e-07,0.000297492164041069,0.0
IND494334AAB,1.0,1.0,1.0,11.0,1.3766233766233764,0.75,7.297459024767576e-07,0.00021393994304216697,0.0
IND495004AAA,0.0,0.0,1.0,1.0,2.619047619047619,1.0,0.0,0.00011564321245522476,0.0
IND495334AAB,1.0,11.0,1.0,12.0,0.82,0.4782608695652174,3.648729512383788e-07,0.00021393994304216694,0.0
IND495671AAA,1.0,1.0,0.0,0.0,2.619047619047619,1.0,0.0,0.00021393994304216697,0.0
IND495677AAA,0.0,0.0,1.0,7.0,1.8079470198675496,1.0,0.0,0.00011564321245522476,0.0
IND496001AAA,1.0,7.0,0.0,0.0,1.8079470198675496,1.0,0.0,0.00021393994304216697,0.0
IND500008AAC,1.0,19.0,2.0,14.0,2.0,1.0,0.00040573872177707723,0.0006640037581655284,0.0
IND500008AAD,0.0,0.0,1.0,6.0,2.782608695652174,1.0,0.0,0.00011564321245522476,0.0
IND500008AAF,0.0,0.0,1.0,19.0,3.0555555555555554,1.0,0.0,0.00011564321245522476,0.0
IND500010AAA,3.0,27.0,3.0,11.0,1.9075757575757577,0.9736842105263158,0.0020184771662507114,0.000841095646930935,0.3333333333333333
IND500010AAB,1.0,33.0,1.0,39.0,2.1325000000000003,1.0,0.0,0.0010680588971099627,0.0
IND500018AAA,0.0,0.0,1.0,4.0,3.041666666666667,1.0,0.0,0.00011564321245522476,0.0
IND500032AAA,0.0,0.0,1.0,4.0,2.025,1.0,0.0,0.00011564321245522476,0.0
IND500035AAA,1.0,2.0,1.0,1.0,2.5384615384615383,1.0,0.0,0.00017498760313035055,0.0
IND500035AAD,1.0,8.0,0.0,0.0,2.7848484848484847,1.0,0.0,0.00035302077515572797,0.0
IND500039AAB,0.0,0.0,1.0,2.0,2.458333333333333,1.0,0.0,0.00011564321245522476,0.0
IND500039AAC,5.0,46.0,4.0,38.0,2.446360153256705,1.0,0.004838215333420903,0.0013265216739144674,0.047619047619047616
IND500039AAD,1.0,6.0,1.0,8.0,2.1355311355311355,1.0,0.0,0.000288809700574268,0.0
IND500050AAA,2.0,20.0,2.0,26.0,2.0,1.0,0.0012121079440138944,0.0008169916283981987,0.3333333333333333
IND500055AAA,1.0,1.0,2.0,2.0,2.1875,1.0,0.0,0.0001806369669908037,1.0
IND500055AAC,0.0,0.0,1.0,17.0,2.6666666666666665,1.0,0.0,0.00011564321245522476,0.0
IND500080AAB,2.0,28.0,1.0,20.0,1.7951388888888888,0.9791666666666666,0.00040354948406964695,0.0009066058955183399,0.0
IND500084AAB,1.0,1.0,0.0,0.0,2.6,1.0,0.0,0.0001559577263438525,0.0
IND501101AAB,1.0,5.0,2.0,6.0,1.5769230769230769,0.9090909090909091,0.00040318461111840854,0.0004101952962437863,0.6666666666666666
IND501141AAA,1.0,8.0,1.0,5.0,1.6578947368421053,1.0,0.0004053738488258388,0.0003465318632806158,1.0
IND501218AAC,2.0,6.0,0.0,0.0,4.715141612200435,1.0,0.0,0.0002780510022965824,1.0
IND501301AAC,1.0,2.0,1.0,2.0,2.5,1.0,0.0004039143570208853,0.00021393994304216697,0.0
IND501359AAE,30.0,405.0,27.0,329.0,1.8005449591280653,0.9659400544959128,0.08357560897295561,0.01117093619434434,0.042682926829268296
IND501359AAF,3.0,59.0,0.0,0.0,2.642857142857143,1.0,0.0,0.0004940856252149534,0.0
IND501359AAG,0.0,0.0,1.0,11.0,2.8947368421052633,1.0,0.0,0.00011564321245522476,0.0
IND501401AAC,3.0,19.0,1.0,14.0,3.0,1.0,0.00040354948406964695,0.00035570440854884144,0.3333333333333333
IND502110AAA,1.0,19.0,1.0,19.0,1.507132132132132,0.9473684210526315,0.0016127384444736342,0.0006482347011019347,0.0
IND502220AAC,1.0,22.0,1.0,22.0,1.3941871568393411,0.5454545454545454,0.004007764496402353,0.0006964917451075912,0.0
IND502286AAB,1.0,22.0,1.0,22.0,1.8496865203761756,1.0,0.004009953734109783,0.0006833512148850012,0.0
IND502295AAA,1.0,4.0,1.0,2.0,2.025,1.0,0.0004039143570208853,0.00021393994304216697,0.0
IND502313AAA,1.0,19.0,1.0,6.0,1.5555555555555556,0.92,0.001610549206766204,0.0006666427083919268,0.0
IND503111AAC,3.0,10.0,3.0,34.0,1.662878787878788,0.9772727272727273,0.010371878511902155,0.0009109648661482006,0.16666666666666666
IND503122AAA,1.0,20.0,1.0,19.0,1.5945945945945945,1.0,0.0016149276821810646,0.00062657822193724,0.0
IND503185AAA,1.0,20.0,1.0,19.0,1.5970149253731343,1.0,0.001619306157595925,0.0005711256455293765,0.0
IND503187AAA,1.0,19.0,1.0,20.0,1.5925925925925926,1.0,0.0016171169198884948,0.0006011000111552479,0.0
IND504201AAA,1.0,5.0,2.0,6.0,1.44,0.7272727272727273,3.648729512383788e-07,0.0005579402411392944,1.0
IND504208AAB,3.0,14.0,2.0,7.0,1.540983606557377,0.9523809523809523,1.824364756191894e-07,0.0011852677966358806,1.0
IND504215AAA,1.0,1.0,2.0,16.0,2.1724137931034484,1.0,7.297459024767576e-07,0.00044784509727206046,1.0
IND504251AAA,2.0,2.0,2.0,5.0,1.7894736842105263,0.7142857142857143,0.0008103828247004393,0.0003450451821877412,1.0
IND504293AAA,2.0,4.0,2.0,9.0,1.8518518518518519,0.7692307692307693,0.0004028197381671702,0.00035689548293174514,1.0
IND504296AAA,1.0,3.0,3.0,4.0,1.186046511627907,0.42857142857142855,0.0,0.0002916162553709881,1.0
IND505001AAA,0.0,0.0,2.0,10.0,1.4696969696969697,1.0,0.0,0.00011564321245522476,1.0
IND505001AAB,11.0,47.0,8.0,30.0,1.9180327868852458,0.974025974025974,0.011638170089174948,0.0030168209797661215,0.15384615384615385
IND505122AAA,2.0,15.0,1.0,16.0,1.9487179487179487,1.0,0.0008078287140417706,0.0002994580986528077,0.3333333333333333
IND505172AAA,1.0,1.0,0.0,0.0,1.7083333333333333,1.0,0.0,0.00020111980688194037,0.0
IND505184AAC,2.0,8.0,2.0,11.0,1.7377049180327868,0.7368421052631579,0.00040318461111840854,0.0007672806665424126,1.0
IND505209AAA,2.0,9.0,2.0,8.0,2.0,0.8823529411764706,0.0004053738488258388,0.0008325591128169829,1.0
IND505302AAB,2.0,13.0,3.0,10.0,1.4,0.6956521739130435,0.002422391523271597,0.0005460166476903351,0.4
IND505325AAA,1.0,5.0,1.0,6.0,1.3529411764705883,0.6363636363636364,0.0012121079440138944,0.0003477002877236361,1.0
IND505326AAA,0.0,0.0,1.0,1.0,2.8285714285714287,1.0,0.0,0.00011564321245522476,0.0
IND505326AAB,2.0,5.0,3.0,3.0,1.5390037593984962,0.75,0.0008034502386269102,0.00032508064346253336,0.6
IND505327AAA,4.0,9.0,1.0,12.0,1.5,0.9523809523809523,0.0012113781981114176,0.0005595357274471023,0.4
IND505425AAA,3.0,14.0,2.0,2.0,1.775,0.9375,0.0016138330633273495,0.0007816514936866256,0.4
IND505467AAA,1.0,13.0,1.0,13.0,1.6862745098039216,1.0,0.0004042792299721237,0.00020083371229724135,1.0
IND505503AAA,1.0,1.0,1.0,1.0,2.2335526315789473,1.0,0.00040683334063079234,0.0003441824107408636,0.0
IND506001AAC,0.0,0.0,2.0,15.0,1.588235294117647,1.0,0.0,0.00011564321245522476,1.0
IND506002AAA,3.0,48.0,3.0,39.0,1.9491525423728813,0.8620689655172413,0.006851949151305515,0.0014825317494737038,0.0
IND506132AAA,1.0,20.0,1.0,19.0,1.6216216216216217,0.6923076923076923,0.0012150269276238015,0.0007618750006874423,0.0
IND506143AAA,1.0,17.0,1.0,16.0,1.8823529411764706,1.0,0.003604579885283944,0.0006649402324526096,0.0
IND506164AAA,1.0,1.0,0.0,0.0,2.3421052631578947,1.0,0.0,0.00040819826158497143,0.0
IND506167AAB,1.0,16.0,1.0,16.0,1.8823529411764706,1.0,0.0036023906475765137,0.0006808424100400214,0.0
IND506169AAB,1.0,2.0,1.0,1.0,1.3125,0.6666666666666666,0.000812936935359108,0.00026886964504191455,0.0
IND506314AAA,1.0,12.0,1.0,16.0,2.2708333333333335,0.8928571428571429,0.0012084592145015106,0.0007653786488384823,0.0
IND506343AAA,1.0,2.0,1.0,2.0,1.3848214285714286,0.75,0.0012183107841849468,0.00018026639127844652,0.0
IND507002AAA,5.0,49.0,7.0,42.0,2.1363636363636362,0.978021978021978,0.004439409197717355,0.0012705431472256534,0.1388888888888889
IND507111AAA,0.0,0.0,2.0,20.0,1.682459677419355,0.95,0.0,0.00011564321245522476,1.0
IND507117AAB,2.0,20.0,1.0,18.0,1.5575268817204302,0.9736842105263158,0.0008085584599442474,0.0002347384797304842,0.6666666666666666
IND507123AAA,1.0,13.0,1.0,12.0,0.9464285714285714,0.36,0.0012106484522089408,0.0007643946310390144,0.0
IND507159AAA,2.0,15.0,2.0,15.0,1.6664092664092665,0.8333333333333334,2.1892377074302726e-06,0.000535789632731391,1.0
IND507167AAA,1.0,9.0,0.0,0.0,2.84,1.0,0.0,0.0003470635714142038,0.0
IND507303AAA,2.0,19.0,1.0,18.0,1.9230769230769231,0.9459459459459459,0.0008063692222368171,0.000320085756755488,0.6666666666666666
IND508001AAA,2.0,15.0,1.0,14.0,1.8275862068965518,1.0,0.002388093465855189,0.0005456424575500694,0.3333333333333333
IND508116AAA,1.0,13.0,2.0,15.0,1.255357142857143,0.5357142857142857,0.0008103828247004393,0.0005013817518435425,0.6666666666666666
IND508206AAA,3.0,18.0,3.0,18.0,1.780392156862745,0.8611111111111112,0.0002067005268765416,0.0006053052363937824,0.6666666666666666
IND508207AAB,3.0,12.0,3.0,16.0,1.8901515151515151,0.7857142857142857,0.0008220587591400674,0.0005514255570699704,0.3333333333333333
IND508213AAB,1.0,14.0,1.0,14.0,1.865015166835187,1.0,0.0023902827035626197,0.0004756304375025256,1.0
IND508223AAA,2.0,12.0,1.0,14.0,1.4923206395960447,1.0,0.0008060043492855788,0.000580450003639856,0.6666666666666666
IND508248AAB,2.0,16.0,1.0,15.0,2.0,1.0,0.0012106484522089408,0.0006883552914890917,0.3333333333333333
IND508252AAB,1.0,7.0,1.0,6.0,1.68,0.5384615384615384,0.0003995358816060248,0.0003176707819274419,0.0
IND508277AAB,1.0,14.0,1.0,11.0,1.2,0.48,0.000808193586993009,0.0005134060689177994,1.0
IND508377AAB,1.0,15.0,1.0,12.0,1.7560975609756098,1.0,0.0012084592145015106,0.0007007452102210354,0.0
IND509001AAA,1.0,17.0,1.0,19.0,1.5463121783876501,0.9722222222222222,0.0012142971817213247,0.0006062815954591806,0.0
IND509103AAB,2.0,11.0,2.0,10.0,2.2280701754385963,1.0,0.0008027204927244333,0.0004697242450664626,1.0
IND509103AAC,2.0,5.0,1.0,6.0,1.9487179487179487,1.0,0.0,0.000286873223773763,1.0
IND509124AAA,2.0,17.0,4.0,16.0,1.5740740740740742,1.0,0.0008067340951880555,0.0006178985905311153,0.6666666666666666
IND509203AAA,1.0,19.0,1.0,19.0,1.5527272727272727,1.0,0.0012121079440138944,0.0006309825685956081,0.0
IND509216AAC,2.0,10.0,1.0,12.0,1.5673076923076923,0.9545454545454546,0.0008060043492855788,0.0005520354866974361,0.6666666666666666
IND509301AAA,1.0,19.0,2.0,19.0,1.6105939716312057,1.0,0.001209918706306464,0.000651978395761573,0.3333333333333333
IND509324AAA,1.0,9.0,1.0,8.0,2.0,1.0,0.0,0.00038846993041189825,1.0
IND509358AAA,1.0,17.0,2.0,17.0,1.698005698005698,1.0,0.0012150269276238015,0.0006062815954591806,0.3333333333333333
IND515004AAA,6.0,58.0,6.0,59.0,1.7307692307692308,0.9914529914529915,0.012832581695053783,0.0020054460494853786,0.08888888888888889
IND515134AAA,3.0,32.0,2.0,23.0,1.6666666666666667,1.0,0.004035129967745231,0.001221173014195643,0.16666666666666666
IND515201AAA,1.0,15.0,2.0,19.0,2.119023569023569,1.0,0.0008103828247004393,0.0007925978181507428,0.0
IND515301AAA,1.0,14.0,1.0,16.0,2.3625,1.0,0.0004053738488258388,0.0006120597406655071,0.0
IND515401AAB,1.0,17.0,1.0,18.0,2.263157894736842,0.9714285714285714,0.0012150269276238015,0.0006068075415241703,1.0
IND515411AAA,1.0,2.0,1.0,2.0,2.19375,1.0,0.0012150269276238015,0.00017342725116921835,0.0
IND515591AAA,2.0,9.0,1.0,10.0,1.640625,1.0,0.0028168191835602845,0.0005065109220034399,0.3333333333333333
IND515671AAA,1.0,13.0,2.0,14.0,1.6764705882352942,1.0,0.0028277653720974356,0.0004912394640961831,0.3333333333333333
IND515761AAA,2.0,19.0,1.0,19.0,1.799777530589544,1.0,0.0012084592145015106,0.0007165217998631153,0.6666666666666666
IND515801AAA,2.0,20.0,2.0,19.0,2.0543478260869565,1.0,0.001212837689916371,0.0006892136614648334,0.5
IND515865AAB,1.0,18.0,1.0,18.0,1.65625,1.0,0.0012106484522089408,0.0006706415819506662,1.0
IND516001AAA,1.0,2.0,1.0,2.0,1.6478260869565218,1.0,0.0012106484522089408,0.00033924113201194445,0.0
IND516101AAA,1.0,19.0,1.0,18.0,2.375,1.0,3.283856561145409e-06,0.0007238086813411645,0.0
IND516115AAA,1.0,18.0,1.0,17.0,2.4761904761904763,1.0,3.283856561145409e-06,0.0007308805916083975,0.0
IND516227AAA,1.0,2.0,1.0,2.0,1.8740048989589713,1.0,0.0012084592145015106,0.0004039981746653892,0.0
IND516269AAA,1.0,10.0,1.0,15.0,1.640625,1.0,0.002814629945852854,0.0005461774961582112,0.0
IND516360AAB,1.0,2.0,1.0,2.0,1.6181818181818182,1.0,0.001212837689916371,0.00026305637594906963,0.0
IND516390AAA,1.0,15.0,1.0,15.0,1.6887719298245614,1.0,0.0028124407081454236,0.0005798940841897683,0.0
IND517325AAA,0.0,0.0,1.0,1.0,2.15625,1.0,0.0,0.00011564321245522476,0.0
IND517408AAA,1.0,1.0,0.0,0.0,2.15625,1.0,0.0,0.00021393994304216697,0.0
IND517501AAB,2.0,33.0,2.0,35.0,2.2913151364764266,1.0,8.75695082972109e-06,0.0012999749292254142,0.0
IND517583AAA,1.0,19.0,1.0,19.0,2.25,1.0,3.283856561145409e-06,0.0007154887869399728,0.0
IND517644AAA,1.0,16.0,1.0,15.0,2.303030303030303,1.0,3.283856561145409e-06,0.0006207763278108021,0.0
IND518002AAA,10.0,66.0,8.0,74.0,1.6782754010695187,0.9785714285714285,0.010051155187763621,0.0025529246511754905,0.12121212121212122
IND518102AAA,1.0,14.0,1.0,14.0,2.043001892205335,1.0,0.0008060043492855788,0.0005729190973958445,0.0
IND518124AAA,1.0,15.0,2.0,7.0,1.6613636363636362,1.0,0.001212837689916371,0.0006625992009955402,0.6666666666666666
IND518206AAA,2.0,7.0,2.0,5.0,1.65,0.9166666666666666,0.0004053738488258388,0.0006277181934016632,0.6666666666666666
IND518222AAA,1.0,4.0,1.0,5.0,1.2954545454545454,0.6666666666666666,0.00040318461111840854,0.000542491583968425,1.0
IND518401AAA,1.0,13.0,1.0,12.0,1.8214285714285714,1.0,0.0008103828247004393,0.0004968569610429811,0.0
IND518422AAB,1.0,12.0,1.0,14.0,2.072467532467533,1.0,0.000808193586993009,0.0005379716293418253,0.0
IND518501AAA,1.0,18.0,1.0,15.0,1.5964912280701755,1.0,0.0012150269276238015,0.0006434776335767336,1.0
IND520011AAA,1.0,1.0,1.0,8.0,1.9310344827586208,1.0,0.0,0.00014376435089814008,0.0
IND521001AAA,2.0,20.0,2.0,8.0,1.92,1.0,0.00040318461111840854,0.0006740166058267163,0.6666666666666666
IND521105AAA,1.0,3.0,2.0,8.0,2.0588235294117645,1.0,0.001212837689916371,0.0006927952451240487,0.3333333333333333
IND521165AAA,2.0,4.0,1.0,3.0,2.52,1.0,0.0,0.0003573126331301238,1.0
IND521185AAA,2.0,9.0,2.0,8.0,2.0689655172413794,1.0,0.0008085584599442474,0.0002646695382862545,0.0
IND521201AAA,1.0,21.0,1.0,3.0,1.5961538461538463,1.0,0.0012150269276238015,0.0006790023913750085,0.0
IND521225AAB,8.0,61.0,8.0,71.0,1.7397993537247463,0.9848484848484849,0.011632514558430755,0.002240812420352942,0.10256410256410256
IND521301AAA,1.0,19.0,1.0,19.0,1.8430769230769233,1.0,0.0004053738488258388,0.000625349136239791,1.0
IND521333AAA,2.0,18.0,1.0,14.0,2.1460997442455243,1.0,0.0012084592145015106,0.0007354122703285098,0.6666666666666666
IND522647AAA,1.0,14.0,1.0,19.0,1.5576923076923077,0.9696969696969697,0.0012106484522089408,0.00046784697483572707,0.0
IND523002AAA,4.0,35.0,5.0,39.0,1.6296695998671757,0.7972972972972973,0.008004217931316315,0.0017515472390146726,0.1388888888888889
IND523105AAA,2.0,20.0,1.0,19.0,1.2142857142857142,0.5128205128205128,0.000808193586993009,0.0009335339337376478,0.6666666666666666
IND523201AAA,1.0,19.0,1.0,2.0,1.4814814814814814,0.9523809523809523,0.0012084592145015106,0.0005133131410656399,0.0
IND523226AAA,1.0,5.0,1.0,13.0,1.897574517825833,1.0,0.0012150269276238015,0.00030651695004019284,1.0
IND523230AAA,1.0,21.0,1.0,19.0,1.5746268656716418,1.0,0.0008103828247004393,0.0009173129103120908,1.0
IND523316AAB,2.0,14.0,1.0,14.0,1.8461288223812622,1.0,0.001212837689916371,0.0004143573675064196,0.3333333333333333
IND524003AAA,1.0,14.0,1.0,14.0,1.6126892421571055,1.0,0.0,0.0003274406757760297,1.0
IND524101AAB,1.0,14.0,1.0,16.0,1.8728882391163093,1.0,3.283856561145409e-06,0.0006624508398872402,0.0
