source_center,destination_center,volume,unique_trips,median_delay_ratio,breach_rate,median_actual_minutes,median_osrm_minutes,median_distance_km,excess_minutes,median_dwell_proxy,path_cost,x0,y0,x1,y1,is_chronic_delay
IND421302AAG,IND462022AAA,12,12,2.10337509211496,1.0,1214.5,570.0,810.8851999999999,7627.0,254.0,0.2886751345948129,-0.09652734779696122,-0.25429256805432443,0.05407200671450757,-0.21431928151636812,True
IND421302AAG,IND501359AAE,24,24,1.6108081675890515,1.0,1107.5,681.0,842.86905,10390.0,339.0,0.20412414523193154,-0.09652734779696122,-0.25429256805432443,-0.10666295673000845,-0.019723457401459518,True
IND421302AAG,IND562132AAA,30,30,1.734394736842105,1.0,1321.0,760.5,981.8785499999999,17451.0,245.5,0.18257418583505536,-0.09652734779696122,-0.25429256805432443,-0.0394965708592197,-0.06958317239877138,True
IND421302AAG,IND712311AAA,9,9,1.5446381405176968,1.0,2924.0,1893.0,2584.1211,9308.0,273.0,0.3333333333333333,-0.09652734779696122,-0.25429256805432443,0.2610654512684727,-0.13609123848332302,True
IND422011AAD,IND421302AAG,21,21,2.3333333333333335,1.0,212.0,95.0,136.2988,4114.0,262.0,0.2182178902359924,-0.050641770956057625,-0.4770262659485873,-0.09652734779696122,-0.25429256805432443,True
IND444005AAB,IND421302AAG,20,20,2.2866076015990173,1.0,905.5,397.0,571.33115,10024.0,83.0,0.22360679774997896,-0.3904472703758666,-0.27682585392168907,-0.09652734779696122,-0.25429256805432443,True
IND444602AAA,IND444005AAB,21,21,2.1095890410958904,1.0,155.0,73.0,96.8424,1848.0,64.0,0.2182178902359924,-0.6757030147505373,-0.2643255132912211,-0.3904472703758666,-0.27682585392168907,True
IND462001AAA,IND462022AAA,28,28,4.181818181818182,1.0,48.0,13.0,14.6035,1720.0,28.0,0.1889822365046136,0.07656540067668509,-0.41022748531312,0.05407200671450757,-0.21431928151636812,True
IND462022AAA,IND000000ACB,26,26,1.32902995522657,0.7692307692307693,1113.0,855.0,853.0571,7749.0,146.0,0.19611613513818404,0.05407200671450757,-0.21431928151636812,0.04410626785380089,0.044224360942262744,True
IND462022AAA,IND209304AAA,25,25,1.9133489461358313,1.0,822.0,430.0,590.3931,10001.0,191.0,0.2,0.05407200671450757,-0.21431928151636812,0.26355878421243734,-0.19265559625247877,True
IND462022AAA,IND462001AAA,3,3,2.5,1.0,30.0,12.0,14.5169,75.0,79.0,0.5773502691896258,0.05407200671450757,-0.21431928151636812,0.07656540067668509,-0.41022748531312,True
IND462022AAA,IND462042AAA,2,2,3.5666666666666664,1.0,73.5,20.5,20.461750000000002,106.0,9.5,0.7071067811865475,0.05407200671450757,-0.21431928151636812,0.13267230952484116,-0.40320445005857874,True
IND462042AAA,IND462022AAA,17,17,4.869565217391305,1.0,98.0,20.0,19.5416,1420.0,19.0,0.24253562503633297,0.13267230952484116,-0.40320445005857874,0.05407200671450757,-0.21431928151636812,True
IND500010AAB,IND501359AAE,39,39,2.3684210526315788,1.0,125.0,52.0,62.603100000000005,3100.0,166.0,0.16012815380508713,-0.2219725275985394,0.15219890713228845,-0.10666295673000845,-0.019723457401459518,True
IND500039AAC,IND501359AAE,15,15,3.15625,1.0,126.0,32.0,37.1575,2099.0,122.0,0.2581988897471611,-0.2770918285597391,0.11039409577144035,-0.10666295673000845,-0.019723457401459518,True
IND500050AAA,IND501359AAE,21,21,2.533333333333333,1.0,75.0,31.0,36.9655,1943.0,171.0,0.2182178902359924,-0.2987360370420813,0.04697837650169135,-0.10666295673000845,-0.019723457401459518,True
IND501359AAE,IND000000ACB,1,1,1.906855439642325,1.0,2559.0,1342.0,1708.8194,1217.0,185.0,1.0,-0.10666295673000845,-0.019723457401459518,0.04410626785380089,0.044224360942262744,True
IND501359AAE,IND411033AAA,20,20,1.8965735552038328,1.0,914.0,483.0,656.79115,8713.0,165.0,0.22360679774997896,-0.10666295673000845,-0.019723457401459518,-0.2247129255595074,-0.11564232576112854,True
IND501359AAE,IND462022AAA,20,20,1.920331790123457,1.0,1290.5,650.5,938.415,12652.0,198.0,0.22360679774997896,-0.10666295673000845,-0.019723457401459518,0.05407200671450757,-0.21431928151636812,True
IND501359AAE,IND500010AAB,33,33,1.9166666666666667,1.0,114.0,50.0,72.8458,3067.0,183.0,0.17407765595569785,-0.10666295673000845,-0.019723457401459518,-0.2219725275985394,0.15219890713228845,True
IND501359AAE,IND500039AAC,10,10,1.75852534562212,1.0,63.5,34.0,38.3674,281.0,120.5,0.31622776601683794,-0.10666295673000845,-0.019723457401459518,-0.2770918285597391,0.11039409577144035,True
IND501359AAE,IND500050AAA,18,18,1.7166666666666668,1.0,55.0,30.0,34.6816,528.0,111.0,0.23570226039551587,-0.10666295673000845,-0.019723457401459518,-0.2987360370420813,0.04697837650169135,True
IND501359AAE,IND562132AAA,5,5,1.5644820295983086,1.0,715.0,455.0,580.2565,1320.0,218.0,0.4472135954999579,-0.10666295673000845,-0.019723457401459518,-0.0394965708592197,-0.06958317239877138,True
IND501359AAE,IND712311AAA,2,2,1.984400464087205,1.0,2093.0,1054.5,1506.24735,2077.0,285.0,0.7071067811865475,-0.10666295673000845,-0.019723457401459518,0.2610654512684727,-0.13609123848332302,True
IND501359AAE,IND751002AAB,8,8,2.037969517057372,1.0,1487.5,731.5,1056.5466999999999,6321.0,186.0,0.35355339059327373,-0.10666295673000845,-0.019723457401459518,0.08044186775703169,-0.08797276593103011,True
IND560099AAB,IND560300AAA,121,121,1.7222222222222223,0.8842975206611571,110.0,64.0,61.269000000000005,6235.0,62.0,0.09090909090909091,-0.1536652091738359,0.06795282504127494,-0.19383802601164363,0.01515275517908704,True
IND560099AAB,IND562132AAA,102,102,1.5779352226720649,0.8627450980392157,84.5,54.5,52.99135,4195.0,147.0,0.09901475429766744,-0.1536652091738359,0.06795282504127494,-0.0394965708592197,-0.06958317239877138,True
IND560300AAA,IND560099AAB,86,86,1.9712215320910973,0.8604651162790697,136.0,70.0,72.47649999999999,5858.0,59.0,0.10783277320343841,-0.19383802601164363,0.01515275517908704,-0.1536652091738359,0.06795282504127494,True
IND560300AAA,IND562132AAA,108,108,1.5113801452784503,0.7407407407407407,91.0,66.0,52.1894,4532.0,68.5,0.09622504486493763,-0.19383802601164363,0.01515275517908704,-0.0394965708592197,-0.06958317239877138,True
IND562132AAA,IND000000ACB,44,44,1.5691081905863369,1.0,2786.0,1793.0,2318.90485,44531.0,311.5,0.15075567228888181,-0.0394965708592197,-0.06958317239877138,0.04410626785380089,0.044224360942262744,True
IND562132AAA,IND302014AAA,14,14,1.705335482163473,1.0,2636.0,1541.5,2009.2582000000002,15477.0,411.5,0.2672612419124244,-0.0394965708592197,-0.06958317239877138,0.06700878042487779,-0.027947844933940324,True
IND562132AAA,IND395023AAA,1,1,1.8159311087190528,1.0,1687.0,929.0,1243.9436,758.0,259.0,1.0,-0.0394965708592197,-0.06958317239877138,-0.062195653663667985,-0.1503931292420083,True
IND562132AAA,IND411033AAA,13,13,1.6517719568567026,1.0,1069.0,636.0,844.6168,5378.0,191.0,0.2773500981126146,-0.0394965708592197,-0.06958317239877138,-0.2247129255595074,-0.11564232576112854,True
IND562132AAA,IND421302AAG,7,7,1.656953642384106,1.0,1242.0,745.0,972.1678,3433.0,267.0,0.3779644730092272,-0.0394965708592197,-0.06958317239877138,-0.09652734779696122,-0.25429256805432443,True
IND562132AAA,IND462022AAA,13,13,1.872300469483568,1.0,1994.0,1065.0,1484.4129,12672.0,242.0,0.2773500981126146,-0.0394965708592197,-0.06958317239877138,0.05407200671450757,-0.21431928151636812,True
IND562132AAA,IND501359AAE,8,8,1.567503254737451,1.0,724.5,455.5,578.517,2233.0,257.5,0.35355339059327373,-0.0394965708592197,-0.06958317239877138,-0.10666295673000845,-0.019723457401459518,True
IND562132AAA,IND560099AAB,127,127,1.5357142857142858,0.8976377952755905,85.0,54.0,52.2289,4711.0,170.0,0.08873565094161139,-0.0394965708592197,-0.06958317239877138,-0.1536652091738359,0.06795282504127494,True
IND562132AAA,IND560300AAA,151,151,1.7142857142857142,0.9271523178807947,83.0,51.0,42.6567,5551.0,83.0,0.08137884587711594,-0.0394965708592197,-0.06958317239877138,-0.19383802601164363,0.01515275517908704,True
IND562132AAA,IND712311AAA,3,3,2.113888888888889,1.0,3044.0,1405.0,1964.4609,4878.0,497.0,0.5773502691896258,-0.0394965708592197,-0.06958317239877138,0.2610654512684727,-0.13609123848332302,True
IND562132AAA,IND751002AAB,15,15,2.0009225092250924,1.0,2169.0,1099.0,1528.4059,16751.0,380.0,0.2581988897471611,-0.0394965708592197,-0.06958317239877138,0.08044186775703169,-0.08797276593103011,True
IND700026AAC,IND700065AAA,2,2,1.625,1.0,31.5,19.5,14.16295,24.0,27.0,0.7071067811865475,0.47299560999345186,-0.08698742562547773,0.44321815779271867,-0.04564906886118326,True
IND700026AAC,IND712311AAA,4,4,4.175716440422323,1.0,186.5,41.5,40.7503,579.0,95.0,0.5,0.47299560999345186,-0.08698742562547773,0.2610654512684727,-0.13609123848332302,True
IND700028AAB,IND712311AAA,11,11,4.2631578947368425,1.0,81.0,17.0,22.7545,1213.0,61.0,0.30151134457776363,0.43139963599490794,-0.2438313774931817,0.2610654512684727,-0.13609123848332302,True
IND700065AAA,IND700026AAC,2,2,2.1873065015479876,1.0,39.5,18.0,12.3452,43.0,12.5,0.7071067811865475,0.44321815779271867,-0.04564906886118326,0.47299560999345186,-0.08698742562547773,True
IND700065AAA,IND712311AAA,24,24,3.0769230769230766,1.0,78.5,23.5,27.86375,2900.0,139.5,0.20412414523193154,0.44321815779271867,-0.04564906886118326,0.2610654512684727,-0.13609123848332302,True
IND700088AAA,IND712311AAA,9,9,3.5555555555555554,1.0,96.0,28.0,29.6182,562.0,253.0,0.3333333333333333,0.4724351013883113,-0.19696817557637625,0.2610654512684727,-0.13609123848332302,True
IND712311AAA,IND000000ACB,11,11,1.3506224066390042,1.0,1986.0,1467.0,1917.843,6711.0,212.0,0.30151134457776363,0.2610654512684727,-0.13609123848332302,0.04410626785380089,0.044224360942262744,True
IND712311AAA,IND421302AAG,5,5,1.7412823397075365,1.0,3096.0,1778.0,2407.3086,7282.0,521.0,0.4472135954999579,0.2610654512684727,-0.13609123848332302,-0.09652734779696122,-0.25429256805432443,True
IND712311AAA,IND700026AAC,29,29,2.6176470588235294,1.0,90.0,35.0,33.6686,1961.0,69.0,0.18569533817705186,0.2610654512684727,-0.13609123848332302,0.47299560999345186,-0.08698742562547773,True
IND712311AAA,IND700028AAB,23,23,3.526315789473684,1.0,67.0,18.0,18.9277,1236.0,54.0,0.20851441405707477,0.2610654512684727,-0.13609123848332302,0.43139963599490794,-0.2438313774931817,True
IND712311AAA,IND700065AAA,29,29,3.3636363636363638,1.0,74.0,22.0,21.2211,1827.0,64.0,0.18569533817705186,0.2610654512684727,-0.13609123848332302,0.44321815779271867,-0.04564906886118326,True
IND712311AAA,IND700088AAA,30,30,3.5476190476190474,1.0,103.0,31.0,30.5781,3333.0,181.0,0.18257418583505536,0.2610654512684727,-0.13609123848332302,0.4724351013883113,-0.19696817557637625,True
IND712311AAA,IND713205AAB,12,12,2.1510643983254654,1.0,223.5,103.0,149.1601,1540.0,144.0,0.2886751345948129,0.2610654512684727,-0.13609123848332302,0.4495293551024712,-0.14385180219784466,True
IND712311AAA,IND751002AAB,27,27,1.6904109589041096,1.0,595.0,367.0,518.8482,8626.0,163.0,0.19245008972987526,0.2610654512684727,-0.13609123848332302,0.08044186775703169,-0.08797276593103011,True
IND712311AAA,IND781018AAB,8,8,2.889958210331417,1.0,2184.5,733.5,1033.5122499999998,12306.0,531.5,0.35355339059327373,0.2610654512684727,-0.13609123848332302,0.333874555089723,-0.33290017193852783,True
IND712311AAA,IND821115AAB,1,1,0.9611111111111111,0.0,692.0,720.0,911.2153000000001,0.0,271.0,1.0,0.2610654512684727,-0.13609123848332302,0.2353486274933801,-0.01236301813792071,False
IND713205AAB,IND712311AAA,12,12,7.698340874811463,1.0,793.0,102.5,148.62515000000002,7505.0,282.5,0.2886751345948129,0.4495293551024712,-0.14385180219784466,0.2610654512684727,-0.13609123848332302,True
IND713364AAB,IND712311AAA,12,12,4.424325434871935,1.0,655.0,147.0,207.83890000000002,4583.0,63.0,0.2886751345948129,0.5885265724167431,-0.10551984523007171,0.2610654512684727,-0.13609123848332302,True
IND721102AAA,IND712311AAA,13,13,7.9,1.0,711.0,92.0,125.3268,7870.0,58.0,0.2773500981126146,0.5818974620121583,-0.2187792475617374,0.2610654512684727,-0.13609123848332302,True
IND751002AAB,IND562132AAA,13,13,2.0964066608238388,1.0,2396.0,1138.0,1573.2754,16219.0,58.0,0.2773500981126146,0.08044186775703169,-0.08797276593103011,-0.0394965708592197,-0.06958317239877138,True
IND751002AAB,IND712311AAA,25,25,2.096875,1.0,658.0,316.0,434.0732,10371.0,114.0,0.2,0.08044186775703169,-0.08797276593103011,0.2610654512684727,-0.13609123848332302,True
IND781018AAB,IND110037AAM,17,17,2.0,1.0,3347.0,1684.0,2313.7947,28774.0,169.0,0.24253562503633297,0.333874555089723,-0.33290017193852783,0.1461549749756001,-0.19054999878081674,True
IND781018AAB,IND712311AAA,6,6,2.8363250446435626,1.0,2043.0,723.5,1025.17015,8986.0,387.0,0.4082482904638631,0.333874555089723,-0.33290017193852783,0.2610654512684727,-0.13609123848332302,True
IND781018AAB,IND788026AAC,12,12,2.7546081432474243,1.0,679.0,246.0,341.154,5571.0,255.0,0.2886751345948129,0.333874555089723,-0.33290017193852783,0.4677272530949428,-0.5071330431417977,True
IND788026AAC,IND781018AAB,18,18,2.4085511890706695,1.0,576.5,242.0,337.66705,6191.0,159.0,0.23570226039551587,0.4677272530949428,-0.5071330431417977,0.333874555089723,-0.33290017193852783,True
IND811399AAA,IND110044AAB,40,40,2.861111111111111,1.0,52.5,16.0,14.4427,2162.0,170.5,0.15811388300841897,0.28468430407811146,-0.2901493303034201,0.206167776080945,-0.14023418984616012,True
IND811399AAA,IND209304AAA,10,10,1.6218515413634111,1.0,526.0,324.0,444.96865,2169.0,45.5,0.31622776601683794,0.28468430407811146,-0.2901493303034201,0.26355878421243734,-0.19265559625247877,True
IND821115AAB,IND000000ACB,7,7,1.6027241770715097,1.0,1348.0,858.0,1150.6173000000001,3757.0,60.0,0.3779644730092272,0.2353486274933801,-0.01236301813792071,0.04410626785380089,0.044224360942262744,True
IND821115AAB,IND209304AAA,12,12,1.5407046476761619,1.0,631.5,394.5,565.0962999999999,2846.0,46.5,0.2886751345948129,0.2353486274933801,-0.01236301813792071,0.26355878421243734,-0.19265559625247877,True
IND842001AAA,IND845401AAA,4,4,2.2241379310344827,0.75,130.5,59.0,85.26215,253.0,73.0,0.5,-0.1583753167836501,0.7116312969524138,-0.050966027806079624,0.9540635338032427,True
IND842001AAA,IND847212AAA,22,22,2.167449139280125,1.0,160.0,71.0,96.6565,2091.0,91.5,0.21320071635561041,-0.1583753167836501,0.7116312969524138,-0.3168292734516052,0.9444497594858284,True
IND842001AAA,IND854326AAB,19,19,1.949748743718593,1.0,388.0,201.0,293.43,3773.0,102.0,0.22941573387056174,-0.1583753167836501,0.7116312969524138,0.03259102193905708,0.5142135281267135,True
IND844505AAB,IND842001AAA,14,14,10.0,1.0,606.5,52.0,73.67435,7879.0,52.0,0.2672612419124244,-0.20574987040016815,0.9167829738472588,-0.1583753167836501,0.7116312969524138,True
IND845305AAA,IND842001AAA,20,20,4.21959872767311,1.0,560.5,123.0,177.0716,7888.0,79.5,0.22360679774997896,-0.10735132289851039,0.9305775302681785,-0.1583753167836501,0.7116312969524138,True
IND845401AAA,IND845305AAA,22,22,2.5714285714285716,1.0,90.5,35.0,49.12295,1255.0,42.5,0.21320071635561041,-0.050966027806079624,0.9540635338032427,-0.10735132289851039,0.9305775302681785,True
IND845455AAB,IND842001AAA,17,17,2.3495934959349594,1.0,289.0,123.0,170.0623,3207.0,159.0,0.24253562503633297,-0.2919331646968093,0.8545681275843101,-0.1583753167836501,0.7116312969524138,True
IND847212AAA,IND847226AAA,21,21,1.394736842105263,1.0,48.0,35.0,43.7726,426.0,68.0,0.2182178902359924,-0.3168292734516052,0.9444497594858284,-0.3660097675769988,0.8982957180957943,True
IND847223AAA,IND842001AAA,15,15,9.953846153846154,1.0,659.0,65.0,85.9415,8601.0,46.0,0.2581988897471611,-0.1554980803945223,1.0,-0.1583753167836501,0.7116312969524138,True
IND847226AAA,IND842001AAA,21,21,9.195121951219512,1.0,754.0,82.0,118.7312,13906.0,35.0,0.2182178902359924,-0.3660097675769988,0.8982957180957943,-0.1583753167836501,0.7116312969524138,True
IND847404AAB,IND842001AAA,18,18,8.232800982800983,1.0,633.0,76.0,108.03855,10070.0,55.0,0.23570226039551587,-0.38200567224685633,0.8075191472032055,-0.1583753167836501,0.7116312969524138,True
IND851127AAA,IND842001AAA,16,16,4.3556469298245615,1.0,416.0,95.0,111.10435000000001,4866.0,44.0,0.25,-0.2444747512081143,0.9896095097588902,-0.1583753167836501,0.7116312969524138,True
IND852111AAA,IND854326AAB,17,17,3.43,1.0,339.0,98.0,137.5554,3914.0,98.0,0.24253562503633297,0.16871718286362158,0.7312992673390395,0.03259102193905708,0.5142135281267135,True
IND852139AAB,IND854326AAB,21,21,3.2465753424657535,1.0,241.0,73.0,106.4102,3367.0,113.0,0.2182178902359924,0.08228412739240891,0.7486231672077416,0.03259102193905708,0.5142135281267135,True
IND854326AAB,IND000000ACB,18,18,1.6365799900068752,1.0,2032.5,1247.5,1690.9243000000001,14204.0,154.0,0.23570226039551587,0.03259102193905708,0.5142135281267135,0.04410626785380089,0.044224360942262744,True
