source_center,destination_center,volume,unique_trips,median_delay_ratio,breach_rate,median_actual_minutes,median_osrm_minutes,median_distance_km,excess_minutes,median_dwell_proxy,path_cost,breached_legs,breached_trips,sla_breach_contribution_pct,is_chronic_delay,source_name,destination_name,corridor,corridor_score
IND712103AAA,IND712124AAA,1,1,2.3636363636363638,1.0,26.0,11.0,11.4154,15.0,77.0,1.0,1,1,0.0005722473756735352,True,Hoogly_Bandel_D (West Bengal),Hooghly_DC (West Bengal),IND712103AAA → IND712124AAA,0.17543138561344873
IND416510AAA,IND416606AAA,14,14,1.7913043478260868,1.0,96.5,49.0,52.633300000000006,626.0,20.0,0.2672612419124244,14,14,0.02388179047810887,True,Sawantwadi_LaxmiNgr_D (Maharashtra),Malvan_BllvMarg_D (Maharashtra),IND416510AAA → IND416606AAA,0.1753648878280558
IND723101AAA,IND723202AAA,14,14,1.8046558704453441,1.0,70.0,38.0,46.3378,552.0,22.0,0.2672612419124244,14,14,0.021058703424786093,True,Purulia_GariDPP_D (West Bengal),Jhalda_GMukrDPP_D (West Bengal),IND723101AAA → IND723202AAA,0.17530116527740353
IND413002AAA,IND413501AAA,21,21,1.553191489361702,1.0,74.0,47.0,64.6965,602.0,37.0,0.2182178902359924,21,21,0.02296619467703121,True,Solapur_Central_I_2 (Maharashtra),Osmanabad_Kakdepot_D (Maharashtra),IND413002AAA → IND413501AAA,0.17527243482721672
IND756019AAA,IND757025AAA,8,8,2.080409356725146,1.0,38.5,19.0,26.4421,199.0,746.5,0.35355339059327373,8,8,0.0075918151839355665,True,Balasore_Ganeshwr_D (Orissa),Betnoti_MhliaDPP_D (Orissa),IND756019AAA → IND757025AAA,0.17522377784105408
IND600008AAC,IND600004AAA,1,1,2.357142857142857,1.0,33.0,14.0,13.2347,19.0,140.0,1.0,1,1,0.0007248466758531445,True,Chennai_Egmore_DPC (Tamil Nadu),Chennai_Mylapore (Tamil Nadu),IND600008AAC → IND600004AAA,0.17521092394153723
IND515301AAA,IND561202AAB,16,16,1.7886029411764706,1.0,29.5,16.0,17.392400000000002,247.0,10.0,0.25,16,16,0.009423006786090878,True,Madakasira_RTCStand_D (Andhra Pradesh),Pavagada_PnukndRD_D (Karnataka),IND515301AAA → IND561202AAB,0.17494766720926808
IND505503AAA,IND506164AAA,1,1,2.3421052631578947,1.0,89.0,38.0,55.3318,51.0,19.0,1.0,1,1,0.0019456410772900196,True,Mahadevpur_Kataram_D (Telangana),Parkal_AmbedDPP_D (Telangana),IND505503AAA → IND506164AAA,0.1748791017803305
IND223101AAB,IND222125AAB,7,7,2.107142857142857,1.0,56.0,26.0,29.035600000000002,187.0,39.0,0.3779644730092272,7,7,0.007134017283396739,True,Shahganj_KcharaRD_D (Uttar Pradesh),Badlapur_Bhaluahi_D (Uttar Pradesh),IND223101AAB → IND222125AAB,0.17483319516326012
IND560060AAB,IND562132AAA,19,19,1.6206896551724137,1.0,52.0,30.0,27.7066,544.0,29.0,0.22941573387056174,19,19,0.020753504824426876,True,Bengaluru_Kengeri_IP (Karnataka),Bangalore_Nelmngla_H (Karnataka),IND560060AAB → IND562132AAA,0.17476832832953337
IND852118A1B,IND854326AAB,1,1,2.328358208955224,1.0,156.0,67.0,90.165,89.0,419.0,1.0,1,1,0.003395334428996309,True,IND852118A1B,Purnia_Central_H_2 (Bihar),IND852118A1B → IND854326AAB,0.17464450605825207
IND500039AAD,IND501359AAE,8,8,2.030011655011655,1.0,84.0,43.5,42.0263,374.0,266.0,0.35355339059327373,8,8,0.014268034566793477,True,Hyderabad_Uppal_L (Telangana),Hyderabad_Shamshbd_H (Telangana),IND500039AAD → IND501359AAE,0.17464426446387712
IND388220AAA,IND388320AAA,14,14,1.819397993311037,1.0,46.0,24.0,27.21575,390.0,40.0,0.2672612419124244,14,14,0.014878431767511914,True,Umreth_Dakor_DC (Gujarat),Anand_Vaghasi_IP (Gujarat),IND388220AAA → IND388320AAA,0.17459967328683743
IND242307AAB,IND207247AAB,5,5,2.063380281690141,1.0,293.0,144.0,137.1185,708.0,30.0,0.4472135954999579,5,5,0.027010076131790857,True,Tilhar_SingCLNY_D (Uttar Pradesh),Aliganj_KaimgnjRD_D (Uttar Pradesh),IND242307AAB → IND207247AAB,0.17456411041950967
IND560048AAB,IND562132AAA,17,17,1.8936170212765957,0.8823529411764706,89.0,49.0,38.7785,1004.0,52.0,0.24253562503633297,15,15,0.03830242434508196,True,Bengaluru_Hoodi_IP (Karnataka),Bangalore_Nelmngla_H (Karnataka),IND560048AAB → IND562132AAA,0.17454043900946978
IND560043AAC,IND562132AAA,16,16,1.978488372093023,0.875,81.5,42.0,32.2888,845.0,33.5,0.25,14,14,0.03223660216294248,True,HBR Layout PC (Karnataka),Bangalore_Nelmngla_H (Karnataka),IND560043AAC → IND562132AAA,0.17451443116048868
IND243001AAA,IND243503AAB,13,13,1.8387096774193548,1.0,62.0,32.0,42.051,450.0,83.0,0.2773500981126146,13,13,0.017167421270206054,True,Bareilly_Central_D_2 (Uttar Pradesh),Faridpur_ShjnprRD_D (Uttar Pradesh),IND243001AAA → IND243503AAB,0.17448712407137557
IND411033AAA,IND416012AAA,13,13,1.5462555066079295,1.0,360.0,223.0,255.7328,1893.0,254.0,0.2773500981126146,13,13,0.07221761881000013,True,Pune_Tathawde_H (Maharashtra),Kolhapur_Shivaji_I (Maharashtra),IND411033AAA → IND416012AAA,0.17448447537106326
IND416012AAA,IND415003AAA,8,8,1.952127659574468,1.0,183.5,94.0,124.1006,735.0,202.5,0.35355339059327373,8,8,0.028040121408003223,True,Kolhapur_Shivaji_I (Maharashtra),Satara_DC (Maharashtra),IND416012AAA → IND415003AAA,0.17446050672220811
IND413307AAC,IND413002AAA,1,1,2.3205128205128207,1.0,181.0,78.0,113.0614,103.0,11.0,1.0,1,1,0.003929431979624941,True,Sangola_Central_DPP_3 (Maharashtra),Solapur_Central_I_2 (Maharashtra),IND413307AAC → IND413002AAA,0.17445020468313
IND403726AAA,IND416510AAA,4,4,2.1517857142857144,1.0,194.0,100.0,105.44375,426.0,78.0,0.5,4,4,0.0162518254691284,True,Goa_Hub (Goa),Sawantwadi_LaxmiNgr_D (Maharashtra),IND403726AAA → IND416510AAA,0.17444366557330965
IND488001AAA,IND471001AAA,4,4,2.1914893617021276,1.0,103.0,46.5,67.27365,225.0,11.0,0.5,4,4,0.008583710635103027,True,Panna_Mohnprwa_D (Madhya Pradesh),Chhatarpur_Busstand_D (Madhya Pradesh),IND488001AAA → IND471001AAA,0.1744039530138432
IND641008AAA,IND641011AAA,1,1,2.3333333333333335,1.0,35.0,15.0,11.227799999999998,20.0,19.0,1.0,1,1,0.0007629965008980469,True,Cjb_Kovaipudur_Dc (Tamil Nadu),Cjb_West_Dc (Tamil Nadu),IND641008AAA → IND641011AAA,0.17429513902064847
IND680587AAA,IND68004AAA,10,10,1.9390243902439024,1.0,75.5,41.0,42.495999999999995,437.0,27.0,0.31622776601683794,10,10,0.016671473544622326,True,Pazhayannur_AlathurRD_D (Kerala),Thrissur_Poothole_D (Kerala),IND680587AAA → IND68004AAA,0.17427645791235463
IND000000ACB,IND282002AAD,9,9,1.8125,1.0,261.0,145.0,198.5401,1231.0,163.0,0.3333333333333333,9,9,0.04696243463027479,True,Gurgaon_Bilaspur_HB (Haryana),IND282002AAD,IND000000ACB → IND282002AAD,0.17427600787033776
IND274001AAA,IND274509AAB,13,13,1.8461538461538463,1.0,46.0,25.0,29.4045,386.0,39.0,0.2773500981126146,13,13,0.014725832467332304,True,Deoria_CCRoad_D (Uttar Pradesh),Salempur_Banjaria_D (Uttar Pradesh),IND274001AAA → IND274509AAB,0.1742728409234489
IND302014AAA,IND306401AAB,2,2,2.193711551606288,1.0,495.0,227.0,315.13365,536.0,234.5,0.7071067811865475,2,2,0.020448306224067656,True,Jaipur_Hub (Rajasthan),Pali_Nayagaon_I (Rajasthan),IND302014AAA → IND306401AAB,0.17426807617488693
IND504293AAA,IND505001AAB,7,7,1.9576271186440677,1.0,250.0,119.0,147.7072,852.0,56.0,0.3779644730092272,7,7,0.0325036509382568,True,Asifabad_PaikjNGR_D (Telangana),Karimnagar_KamnHbRD_I (Telangana),IND504293AAA → IND505001AAB,0.17426018119254064
IND627756AAA,IND626117AAA,17,17,1.7142857142857142,1.0,48.0,28.0,31.2303,356.0,32.0,0.24253562503633297,17,17,0.013581337715985235,True,Sankaran_Kovil_D (Tamil Nadu),Rajpalayam_AshkTalk_D (Tamil Nadu),IND627756AAA → IND626117AAA,0.17425478819644236
IND607001AAA,IND608001AAA,11,11,1.9259259259259258,1.0,53.0,27.0,39.5553,327.0,15.0,0.30151134457776363,11,11,0.012474992789683066,True,Cuddalore_KtsiGrsm_D (Tamil Nadu),Chidambaram_ARBNorth_DC (Tamil Nadu),IND607001AAA → IND608001AAA,0.17423701724047583
IND752050AAA,IND752056AAA,1,1,2.3333333333333335,1.0,14.0,6.0,9.6907,8.0,8.0,1.0,1,1,0.00030519860035921873,True,Khurdha_JatniDPP_D (Orissa),Khurdha_MdhsnDPP_D (Orissa),IND752050AAA → IND752056AAA,0.17420081422894906
IND600116AAB,IND600056AAA,3,3,2.25,1.0,27.0,12.0,13.5691,80.0,21.0,0.5773502691896258,3,3,0.0030519860035921878,True,Chennai_Porur_DPC (Tamil Nadu),Chennai_Poonamallee (Tamil Nadu),IND600116AAB → IND600056AAA,0.17420067102512254
IND140118AAA,IND160002AAC,17,17,1.5636363636363637,1.0,172.0,103.0,103.1908,1092.0,38.0,0.24253562503633297,17,17,0.04165960894903336,True,AnandprShb_PnjPiara_D (Punjab),Chandigarh_Mehmdpur_H (Punjab),IND140118AAA → IND160002AAC,0.17419588624318416
IND322201AAA,IND302014AAB,2,2,2.256019151846785,1.0,193.0,85.5,123.66555,215.0,14.5,0.7071067811865475,2,2,0.008202212384654003,True,Gangapur_Ward6DPP_D (Rajasthan),Jaipur_Central_I_7 (Rajasthan),IND322201AAA → IND302014AAB,0.1741619931786709
IND533201AAA,IND533262AAA,9,9,1.9736842105263157,1.0,75.0,39.0,46.4761,420.0,39.0,0.3333333333333333,9,9,0.016022926518858983,True,Amalapuram_Vijdurg_D (Andhra Pradesh),Draksharamam_Anaipeta_D (Andhra Pradesh),IND533201AAA → IND533262AAA,0.17415405978449477
IND562132AAA,IND560078AAC,25,25,1.6666666666666667,0.88,63.0,36.0,36.3929,741.0,62.0,0.2,22,22,0.028269020358272636,True,Bangalore_Nelmngla_H (Karnataka),BLR_JPNagar_Pc (Karnataka),IND562132AAA → IND560078AAC,0.17410041795640463
IND474003AAA,IND475661AAB,1,1,2.311688311688312,1.0,178.0,77.0,108.6831,101.0,109.0,1.0,1,1,0.0038531323295351366,True,Gwalior_HrihrNgr_I (Madhya Pradesh),Datia_TownDPP_D (Madhya Pradesh),IND474003AAA → IND475661AAB,0.17409215380080403
IND848210AAA,IND851127AAA,17,17,1.8461538461538463,0.9411764705882353,48.0,26.0,29.0169,432.0,24.0,0.24253562503633297,16,16,0.016480724419397814,True,Rusera_Wardno4_D (Bihar),Manjhaul_Purbari_D (Bihar),IND848210AAA → IND851127AAA,0.17408539968378686
IND781001AAA,IND781018AAB,10,10,2.4474474474474475,0.8,88.5,36.5,28.430099999999996,447.0,43.5,0.31622776601683794,8,8,0.017052971795071346,True,Guwahati_UzanBazr_DC (Assam),Guwahati_Hub (Assam),IND781001AAA → IND781018AAB,0.1740783701590233
IND610001AAA,IND614715AAA,17,17,1.72,1.0,43.0,24.0,27.391199999999998,302.0,17.0,0.24253562503633297,17,17,0.011521247163560507,True,Thiruvarur_Bypasrd_D (Tamil Nadu),Thirthurpondi_Madaprum_D (Tamil Nadu),IND610001AAA → IND614715AAA,0.17405200151064226
IND501359AAE,IND508252AAB,7,7,2.0434782608695654,1.0,94.0,47.0,70.19239999999999,400.0,298.0,0.3779644730092272,7,7,0.015259930017960936,True,Hyderabad_Shamshbd_H (Telangana),Choutuppal_Nagaram_D (Telangana),IND501359AAE → IND508252AAB,0.17403771294670228
IND413709AAA,IND423701AAB,3,3,2.230769230769231,1.0,87.0,39.0,36.6051,148.0,27.0,0.5773502691896258,3,3,0.005646174106645547,True,Shrirampur_DavkharRd_D (Maharashtra),Vaijiapur_YeolaRD_D (Maharashtra),IND413709AAA → IND423701AAB,0.17398915695792677
IND515004AAA,IND515671AAA,13,13,1.775,1.0,60.0,32.0,41.6642,700.0,96.0,0.2773500981126146,13,13,0.026704877531431644,True,Anantapur_KamaStrt_I (Andhra Pradesh),Dharmavram_SaiNgr_D (Andhra Pradesh),IND515004AAA → IND515671AAA,0.17398072779166146
IND562159AAA,IND562117AAA,11,11,1.9259259259259258,1.0,52.0,27.0,28.581599999999998,290.0,29.0,0.30151134457776363,11,11,0.01106344926302168,True,Ramanagara_BMRd_DC (Karnataka),Kanakapura_VaniThtr_D (Karnataka),IND562159AAA → IND562117AAA,0.17394618246606927
IND600032AAB,IND600044AAD,16,16,2.0954545454545457,0.875,22.0,11.0,10.0077,192.0,29.5,0.25,14,14,0.0073247664086212505,True,Chennai_Hub (Tamil Nadu),Chennai_Chrompet_DPC (Tamil Nadu),IND600032AAB → IND600044AAD,0.17391907127534117
IND160002AAC,IND000000ACA,28,28,1.420807453416149,0.8928571428571429,125.5,91.0,128.72305,1257.0,153.5,0.1889822365046136,25,25,0.047954330081442245,True,Chandigarh_Mehmdpur_H (Punjab),Ludhiana_MilrGanj_HB (Punjab),IND160002AAC → IND000000ACA,0.17390445639185484
IND425405AAA,IND425409AAA,1,1,2.3137254901960786,1.0,118.0,51.0,66.9735,67.0,25.0,1.0,1,1,0.002556038278008457,True,Shirpur_KrantiNgr_D (Maharashtra),Shahada_Nandrbar_D (Maharashtra),IND425405AAA → IND425409AAA,0.17390392870091675
IND411033AAA,IND501359AAE,11,11,1.4166666666666667,1.0,791.0,564.0,704.8637,2794.0,231.0,0.30151134457776363,11,11,0.10659061117545715,True,Pune_Tathawde_H (Maharashtra),Hyderabad_Shamshbd_H (Telangana),IND411033AAA → IND501359AAE,0.1738728752075778
IND515134AAA,IND515201AAA,15,15,1.7142857142857142,1.0,96.0,55.0,62.6459,643.0,24.0,0.2581988897471611,15,15,0.024530337503872207,True,Puttaprthi_Gokulam_D (Andhra Pradesh),Hindupur_Parigi_D (Andhra Pradesh),IND515134AAA → IND515201AAA,0.17384405613125345
IND515004AAA,IND515401AAB,17,17,1.8108108108108107,0.9411764705882353,67.0,39.0,53.524100000000004,575.0,79.0,0.24253562503633297,16,16,0.021936149400818845,True,Anantapur_KamaStrt_I (Andhra Pradesh),Gooty_StatonRd_D (Andhra Pradesh),IND515004AAA → IND515401AAB,0.17383837075863315
IND209304AAA,IND282001AAA,9,9,1.9737827715355805,0.8888888888888888,463.0,229.0,323.7756,1792.0,125.0,0.3333333333333333,8,8,0.068364486480465,True,Kanpur_Central_H_6 (Uttar Pradesh),Agra_Idgah_P (Uttar Pradesh),IND209304AAA → IND282001AAA,0.17383124001177885
IND508248AAB,IND508377AAB,15,15,1.7647058823529411,1.0,58.0,33.0,48.4404,392.0,10.0,0.2581988897471611,15,15,0.01495473141760172,True,Devarakonda_DindiRD_D (Telangana),Haliya_PeroorRD_D (Telangana),IND508248AAB → IND508377AAB,0.17382705070058532
IND486001AAA,IND486771AAA,2,2,2.259746835443038,1.0,138.5,64.5,63.30105,148.0,46.0,0.7071067811865475,2,2,0.005646174106645547,True,Rewa_Dc (Madhya Pradesh),Churhat_Central_DPP_1 (Madhya Pradesh),IND486001AAA → IND486771AAA,0.17377995484038772
IND303603AAB,IND302014AAB,6,6,2.4439473684210524,0.8333333333333334,184.5,75.5,73.90755,679.0,24.5,0.4082482904638631,5,5,0.02590373120548869,True,Renwal_ChomuRD_D (Rajasthan),Jaipur_Central_I_7 (Rajasthan),IND303603AAB → IND302014AAB,0.17376620387079728
IND754022AAA,IND751002AAB,2,2,2.2623076923076924,1.0,115.5,51.0,69.20005,129.0,14.0,0.7071067811865475,2,2,0.004921327430792402,True,Tangi_SriDPP_D (Orissa),Bhubaneshwar_Hub (Orissa),IND754022AAA → IND751002AAB,0.17372995083879705
IND503187AAA,IND503122AAA,20,20,1.6,1.0,40.0,25.0,28.482750000000003,326.0,19.0,0.22360679774997896,20,20,0.012436842964638165,True,Banswada_Menagrdn_D (Telangana),Yellareddy_JKRoad_D (Telangana),IND503187AAA → IND503122AAA,0.173585478680248
IND785001AAA,IND785112AAC,3,3,2.235294117647059,1.0,40.0,18.0,27.0021,72.0,388.0,0.5773502691896258,3,3,0.002746787403232969,True,Jorhat_RicMilRd_D (Assam),Teok_Wardno3_D (Assam),IND785001AAA → IND785112AAC,0.17356730101524048
IND821307AAA,IND824101AAA,8,8,2.0476190476190474,1.0,39.0,19.5,29.06405,148.0,45.0,0.35355339059327373,8,8,0.005646174106645547,True,DehriSone_Dilliyan_D (Bihar),AurngbadBR_Mahindra_D (Bihar),IND821307AAA → IND824101AAA,0.1735508596230777
IND301001AAB,IND321001AAB,13,13,1.7647058823529411,1.0,114.0,64.0,74.3106,694.0,66.0,0.2773500981126146,13,13,0.026475978581162227,True,Alwar_Central_I_1 (Rajasthan),Bharatpur_NraynDPP_D (Rajasthan),IND301001AAB → IND321001AAB,0.1735342246250207
IND000000ACB,IND110095AAB,36,36,1.6544705294705295,0.5277777777777778,150.5,93.0,93.24334999999999,3344.0,136.5,0.16666666666666666,19,19,0.12757301495015344,True,Gurgaon_Bilaspur_HB (Haryana),Delhi_Jhilmil_L (Delhi),IND000000ACB → IND110095AAB,0.17353235578839543
IND600056AAB,IND524003AAA,14,14,1.6041112658815584,1.0,241.5,149.0,196.61575,1311.0,201.0,0.2672612419124244,14,14,0.05001442063386698,True,MAA_Poonamallee_HB (Tamil Nadu),Nellore_DC (Andhra Pradesh),IND600056AAB → IND524003AAA,0.17348746076155525
IND160002AAC,IND110037AAM,9,9,1.7659574468085106,1.0,334.0,185.0,234.34890000000001,1353.0,171.0,0.3333333333333333,9,9,0.05161671328575287,True,Chandigarh_Mehmdpur_H (Punjab),Delhi_Airport_H (Delhi),IND160002AAC → IND110037AAM,0.17342944650524417
IND000000AFJ,IND695572AAB,1,1,2.3076923076923075,1.0,60.0,26.0,22.778100000000002,34.0,43.0,1.0,1,1,0.0012970940515266798,True,Trivandrum_Pettah_D (Kerala),Kallikkad_Mutyvila_D (Kerala),IND000000AFJ → IND695572AAB,0.17341048965075223
IND470004AAA,IND470113AAA,2,2,2.25,1.0,130.5,58.0,83.0513,145.0,27.0,0.7071067811865475,2,2,0.00553172463151084,True,Sagar_Bahreya_I (Madhya Pradesh),Bina_Srvdycwk_D (Madhya Pradesh),IND470004AAA → IND470113AAA,0.17337826364682773
IND562132AAA,IND560043AAC,22,22,1.8199233716475094,0.8636363636363636,61.5,35.0,28.5789,608.0,65.5,0.21320071635561041,19,19,0.023195093627300625,True,Bangalore_Nelmngla_H (Karnataka),HBR Layout PC (Karnataka),IND562132AAA → IND560043AAC,0.1733639244225028
IND000000ACA,IND144001AAB,17,17,1.6382978723404256,1.0,79.0,48.0,69.4616,616.0,67.0,0.24253562503633297,17,17,0.023500292227659845,True,Ludhiana_MilrGanj_HB (Punjab),Jalandhar_DPC (Punjab),IND000000ACA → IND144001AAB,0.1733506878032016
IND414001AAA,IND411033AAA,1,1,2.2831858407079646,1.0,258.0,113.0,155.23860000000002,145.0,45.0,1.0,1,1,0.00553172463151084,True,AhmedNagar_DC (Maharashtra),Pune_Tathawde_H (Maharashtra),IND414001AAA → IND411033AAA,0.17333231206509647
IND305404AAA,IND305001AAC,1,1,2.2888888888888888,1.0,206.0,90.0,99.3472,116.0,52.0,1.0,1,1,0.004425379705208672,True,Kekri_LxmntDPP_D (Rajasthan),Ajmer_FoySGRRD_I (Rajasthan),IND305404AAA → IND305001AAC,0.1733255994232093
IND503122AAA,IND502110AAA,19,19,1.5945945945945945,1.0,58.0,36.0,40.4659,488.0,11.0,0.22941573387056174,19,19,0.01861711462191234,True,Yellareddy_JKRoad_D (Telangana),Medak_Dwaraka_D (Telangana),IND503122AAA → IND502110AAA,0.17331583758378505
IND581334AAA,IND581343AAC,2,2,2.2656641604010024,1.0,45.0,20.0,21.346899999999998,50.0,5.5,0.7071067811865475,2,2,0.001907491252245117,True,Honnavar_Prbhtngr_D (Karnataka),Kumta_Central_DPP_2 (Karnataka),IND581334AAA → IND581343AAC,0.17323918710740716
IND160002AAC,IND147001AAD,7,7,2.0526315789473686,1.0,71.0,37.0,50.863,253.0,125.0,0.3779644730092272,7,7,0.009651905736360293,True,Chandigarh_Mehmdpur_H (Punjab),Patiala_GainMrkt_L (Punjab),IND160002AAC → IND147001AAD,0.17323731986347157
IND614018AAA,IND613104AAA,10,10,1.8837740384615385,1.0,121.5,64.0,68.37475,572.0,6.5,0.31622776601683794,10,10,0.02182169992568414,True,Mannargudi_Vadasari_D (Tamil Nadu),Thirukkatupli_Poondi_D (Tamil Nadu),IND614018AAA → IND613104AAA,0.1731942792067262
IND431136AAC,IND431112AAB,1,1,2.282828282828283,1.0,226.0,99.0,141.9929,127.0,321.0,1.0,1,1,0.004845027780702598,True,Aurangabad_Central_H_1 (Maharashtra),Sillod_ZebaTWR_D (Maharashtra),IND431136AAC → IND431112AAB,0.17317695409773212
IND641062AAD,IND638401AAA,12,12,1.8391881342701015,1.0,76.0,42.0,54.179,450.0,199.5,0.2886751345948129,12,12,0.017167421270206054,True,Coimbatore_Karayam_H (Tamil Nadu),Sathyamangalam_Mlydpthr_D (Tamil Nadu),IND641062AAD → IND638401AAA,0.17317235156414879
IND600056AAB,IND632006AAA,13,13,1.7142857142857142,1.0,144.0,84.0,106.94919999999999,895.0,534.0,0.2773500981126146,13,13,0.03414409341518759,True,MAA_Poonamallee_HB (Tamil Nadu),Vellore_GndhiNgr_IP (Tamil Nadu),IND600056AAB → IND632006AAA,0.17315821009027454
IND121004AAB,IND121004AAC,9,9,2.0,1.0,26.0,12.0,16.720100000000002,159.0,26.0,0.3333333333333333,9,9,0.006065822182139473,True,FBD_Balabhgarh_DPC (Haryana),Faridabad_MohnVRTL_D (Haryana),IND121004AAB → IND121004AAC,0.1731233667084081
IND586101AAB,IND416404AAA,5,5,2.119047619047619,1.0,89.0,42.0,60.652499999999996,249.0,30.0,0.4472135954999579,5,5,0.009499306436180684,True,Bijapur_Central_D_2 (Karnataka),Jath_Shivprsad_D (Maharashtra),IND586101AAB → IND416404AAA,0.17311569591380563
IND387620AAB,IND389230AAB,1,1,2.2903225806451615,1.0,142.0,62.0,70.9682,80.0,15.0,1.0,1,1,0.0030519860035921878,True,Kapadvanj_Busstand_D (Gujarat),Lunawada_VrdhriRD_D (Gujarat),IND387620AAB → IND389230AAB,0.17309824240072508
IND767001AAA,IND762001AAA,1,1,2.2758620689655173,1.0,264.0,116.0,169.7731,148.0,61.0,1.0,1,1,0.005646174106645547,True,Balangir_Rjndpara_D (Orissa),Phulbani_Krusphrma_D (Orissa),IND767001AAA → IND762001AAA,0.17307178142818502
IND600044AAD,IND600032AAB,7,7,2.076923076923077,1.0,27.0,11.0,10.5967,110.0,17.0,0.3779644730092272,7,7,0.004196480754939258,True,Chennai_Chrompet_DPC (Tamil Nadu),Chennai_Hub (Tamil Nadu),IND600044AAD → IND600032AAB,0.17305562535627209
IND583101AAA,IND577535AAC,10,10,1.9036004645760742,1.0,79.0,42.0,59.778099999999995,455.0,62.0,0.31622776601683794,10,10,0.017358170395430566,True,Bellary_Dc (Karnataka),Molakalmuru_KnsgraRD_D (Karnataka),IND583101AAA → IND577535AAC,0.17304374108692766
IND501359AAE,IND500008AAC,19,19,1.625,1.0,39.0,24.0,26.954500000000003,303.0,108.0,0.22941573387056174,19,19,0.01155939698860541,True,Hyderabad_Shamshbd_H (Telangana),Hyderabad_Tolichwk_I (Telangana),IND501359AAE → IND500008AAC,0.17304118374903102
IND205001AAB,IND110037AAM,1,1,2.2190201729106627,1.0,770.0,347.0,419.04970000000003,423.0,180.0,1.0,1,1,0.016137375993993692,True,Mainpuri_Agraroad_I (Uttar Pradesh),Delhi_Airport_H (Delhi),IND205001AAB → IND110037AAM,0.17302831768411123
IND241124AAB,IND242001AAA,4,4,2.1856617647058822,1.0,36.0,16.5,23.759149999999998,77.0,21.5,0.5,4,4,0.0029375365284574806,True,Shahabad_KDRoad_D (Uttar Pradesh),Shahjhnpur_NavdaCln_D (Uttar Pradesh),IND241124AAB → IND242001AAA,0.1730145433430868
IND411033AAA,IND413501AAA,1,1,2.2384615384615385,1.0,582.0,260.0,355.3961,322.0,82.0,1.0,1,1,0.012284243664458554,True,Pune_Tathawde_H (Maharashtra),Osmanabad_Kakdepot_D (Maharashtra),IND411033AAA → IND413501AAA,0.17298860825896534
IND523002AAA,IND523316AAB,1,1,2.282051282051282,1.0,178.0,78.0,93.5281,100.0,436.0,1.0,1,1,0.003814982504490234,True,Ongole_SubhVRTL_I (Andhra Pradesh),Markapur_VidyaNgr_D (Andhra Pradesh),IND523002AAA → IND523316AAB,0.17293458104488685
IND486889AAA,IND231205AAA,4,4,2.1392857142857142,1.0,143.0,69.0,87.15825000000001,295.0,35.0,0.5,4,4,0.011254198388246192,True,Singrauli_Ward8DPP_D (Madhya Pradesh),Chopan_PreetDPP_D (Uttar Pradesh),IND486889AAA → IND231205AAA,0.1729290394708209
IND520011AAA,IND521185AAA,8,8,2.0,1.0,64.0,29.5,45.8219,297.0,73.5,0.35355339059327373,8,8,0.011330498038335997,True,Vijayawada (Andhra Pradesh),Nandigama_Chndrlpd_D (Andhra Pradesh),IND520011AAA → IND521185AAA,0.17287476847961808
IND518002AAA,IND518401AAA,13,13,1.8214285714285714,1.0,51.0,30.0,31.7487,328.0,131.0,0.2773500981126146,13,13,0.012513142614727968,True,Kurnool_AbbasNgr_I (Andhra Pradesh),Nandikotkr_UmarDPP_D (Andhra Pradesh),IND518002AAA → IND518401AAA,0.17285776762336375
IND244901AAB,IND244921AAB,5,5,2.121212121212121,1.0,70.0,31.0,29.9675,202.0,226.0,0.4472135954999579,5,5,0.007706264659070273,True,Rampur_RoshnBgh_I (Uttar Pradesh),Bilaspur_GrmNgriya_D (Uttar Pradesh),IND244901AAB → IND244921AAB,0.17283022490269778
IND516227AAA,IND515004AAA,2,2,2.1944337256415203,1.0,316.5,144.0,195.66085,345.0,36.5,0.7071067811865475,2,2,0.013161689640491308,True,Badvel_Sidrd_D (Andhra Pradesh),Anantapur_KamaStrt_I (Andhra Pradesh),IND516227AAA → IND515004AAA,0.17279475527906094
IND425412AAA,IND425406AAA,2,2,2.2435897435897436,1.0,86.5,38.5,55.92465,96.0,10.0,0.7071067811865475,2,2,0.0036623832043106252,True,Nandurbar_DhuleRd_D (Maharashtra),Shindkheda_KakaCplx_D (Maharashtra),IND425412AAA → IND425406AAA,0.17274443034066872
IND509103AAC,IND518002AAA,6,6,2.043395675043834,1.0,119.5,58.0,77.458,404.0,25.5,0.4082482904638631,6,6,0.015412529318140546,True,IND509103AAC,Kurnool_AbbasNgr_I (Andhra Pradesh),IND509103AAC → IND518002AAA,0.17273261745012108
IND743235AAA,IND743270AAA,6,6,2.1,1.0,35.5,17.5,18.13735,121.0,29.5,0.4082482904638631,6,6,0.004616128830433184,True,Bongaon_SukntDPP_D (West Bengal),Helencha_ColnyDPP_D (West Bengal),IND743235AAA → IND743270AAA,0.17270398187952085
IND560099AAB,IND635001AAA,4,4,2.1331587429492345,1.0,150.5,67.5,71.20715000000001,293.0,7.0,0.5,4,4,0.011177898738156387,True,Bengaluru_Bomsndra_HB (Karnataka),Krishnagiri_BnglorRd_D (Tamil Nadu),IND560099AAB → IND635001AAA,0.17267563443932363
