source_center,destination_center,route_type,time_bucket,edge_observations,unique_trips,median_delay_ratio,median_actual_minutes,median_osrm_minutes,breach_rate,excess_minutes,fallback_delay_ratio,delay_ratio_weight
IND505001AAB,IND504208AAB,FTL,late_evening,5,5,1.75,105.0,60.0,1.0,261.0,1.8333333333333333,1.8166666666666667
IND505001AAB,IND504208AAB,FTL,night,6,6,1.5072916666666667,91.0,60.0,1.0,184.0,1.8226866738120757,1.7499032106246735
IND505001AAB,IND504251AAA,FTL,late_evening,1,1,2.216867469879518,184.0,83.0,1.0,101.0,1.8333333333333333,1.8515968636450562
IND505001AAB,IND505172AAA,FTL,night,1,1,1.7083333333333333,41.0,24.0,1.0,17.0,1.8226866738120757,1.8172412766464217
IND505001AAB,IND505184AAC,FTL,late_evening,3,3,2.6557377049180326,162.0,61.0,1.0,291.0,1.8333333333333333,1.9406034687574243
IND505001AAB,IND505209AAA,FTL,late_evening,4,4,3.8777777777777778,174.5,45.0,1.0,451.0,1.8333333333333333,2.174074074074074
IND505001AAB,IND505209AAA,FTL,night,3,3,2.6511627906976742,114.0,43.0,1.0,188.0,1.8226866738120757,1.9307487760145454
IND505001AAB,IND505302AAB,FTL,late_evening,2,2,1.7094474153297683,57.0,33.5,0.5,47.0,1.8333333333333333,1.8220709771511912
IND505001AAB,IND505302AAB,FTL,night,2,2,1.7357954545454546,56.5,32.5,1.0,48.0,1.8226866738120757,1.8147874720605648
IND505122AAA,IND506002AAA,FTL,night,16,16,3.2673992673992673,133.0,39.0,1.0,2027.0,1.8226866738120757,2.4647811598508276
IND505184AAC,IND505001AAB,FTL,morning,6,6,2.1986662961933874,132.0,61.0,1.0,521.0,1.8750586854460094,1.9497373648492506
IND505184AAC,IND505001AAB,FTL,night,3,3,1.9,114.0,60.0,1.0,218.0,1.8226866738120757,1.8327710207061527
IND505184AAC,IND505209AAA,FTL,night,2,2,0.8941375968992248,41.0,45.5,0.0,1.0,1.8226866738120757,1.738273121365453
IND505209AAA,IND504201AAA,FTL,night,5,5,1.4642857142857142,41.0,28.0,1.0,126.0,1.8226866738120757,1.7510064819068034
IND505209AAA,IND505001AAB,FTL,night,3,3,2.0,88.0,45.0,1.0,246.0,1.8226866738120757,1.8458144989670224
IND505302AAB,IND505325AAA,FTL,night,5,5,1.1475409836065573,70.0,61.0,0.2,57.0,1.8226866738120757,1.687657535770972
IND505302AAB,IND505326AAB,FTL,night,4,4,1.2222222222222223,66.0,54.0,0.5,52.0,1.8226866738120757,1.722609265213767
IND505302AAB,IND505327AAA,FTL,night,1,1,2.048780487804878,84.0,41.0,1.0,43.0,1.8226866738120757,1.8334530459069711
IND505325AAA,IND505327AAA,FTL,night,6,6,1.4545454545454546,27.5,19.5,1.0,70.0,1.8226866738120757,1.7377310078274708
IND505326AAA,IND505425AAA,FTL,night,1,1,2.8285714285714287,99.0,35.0,1.0,64.0,1.8226866738120757,1.8705859478482356
IND505326AAB,IND505001AAB,FTL,morning,1,1,4.389830508474576,259.0,59.0,1.0,200.0,1.8750586854460094,1.994809724637846
IND505326AAB,IND505327AAA,FTL,night,1,1,2.0434782608695654,47.0,23.0,1.0,24.0,1.8226866738120757,1.8332005589100515
IND505326AAB,IND505425AAA,FTL,night,1,1,1.631578947368421,31.0,19.0,1.0,12.0,1.8226866738120757,1.8135863058861874
IND505327AAA,IND505425AAA,FTL,morning,3,3,1.2352941176470589,21.0,17.0,0.6666666666666666,37.0,1.8750586854460094,1.7916111331244071
IND505327AAA,IND505425AAA,FTL,night,9,9,1.7,34.0,20.0,1.0,140.0,1.8226866738120757,1.7846114991807418
IND505425AAA,IND504215AAA,FTL,night,1,1,3.4166666666666665,41.0,12.0,1.0,29.0,1.8226866738120757,1.8985904829956277
IND505425AAA,IND505001AAB,FTL,night,1,1,1.9180327868852458,117.0,61.0,1.0,56.0,1.8226866738120757,1.8272269649107984
IND505467AAA,IND505122AAA,FTL,night,13,13,1.75,78.0,46.0,1.0,423.0,1.8226866738120757,1.7940525295830763
IND505503AAA,IND506164AAA,FTL,night,1,1,2.3421052631578947,89.0,38.0,1.0,51.0,1.8226866738120757,1.847420892352353
IND506001AAC,IND505122AAA,FTL,night,2,2,2.0588235294117645,70.0,34.0,1.0,72.0,1.8226866738120757,1.8441536606847748
IND506001AAC,IND505467AAA,FTL,night,13,13,1.588235294117647,55.0,34.0,1.0,289.0,1.8226866738120757,1.7303270393869978
IND506002AAA,IND506132AAA,FTL,late_evening,18,18,1.1265873015873016,41.5,35.0,0.3888888888888889,127.0,1.8333333333333333,1.4985588972431079
IND506002AAA,IND506132AAA,FTL,night,2,2,1.6408730158730158,58.5,35.5,0.5,46.0,1.8226866738120757,1.8061581594539795
IND506002AAA,IND506143AAA,FTL,evening,16,16,1.9565217391304348,43.0,21.0,1.0,349.0,1.7703025992499675,1.853066661419064
IND506002AAA,IND506143AAA,FTL,late_evening,1,1,2.0,42.0,21.0,1.0,21.0,1.8333333333333333,1.8412698412698412
IND506002AAA,IND506343AAA,FTL,late_evening,2,2,1.6142857142857143,56.5,35.0,1.0,43.0,1.8333333333333333,1.8134199134199134
IND506132AAA,IND122001AAJ,FTL,night,19,19,1.878787878787879,65.0,34.0,1.0,576.0,1.8226866738120757,1.8500180300823388
IND506143AAA,IND506167AAB,FTL,night,16,16,1.8180147058823528,30.0,17.0,1.0,204.0,1.8226866738120757,1.8206102436210878
IND506167AAB,IND501359AAE,FTL,night,16,16,2.054514353711141,173.0,82.0,1.0,1814.0,1.8226866738120757,1.9257211982116604
IND506169AAB,IND505503AAA,FTL,night,1,1,2.125,34.0,16.0,1.0,18.0,1.8226866738120757,1.8370825464876912
IND506314AAA,IND506002AAA,FTL,morning,5,5,2.625,63.0,24.0,1.0,348.0,1.8750586854460094,2.025046948356808
IND506314AAA,IND506002AAA,FTL,night,11,11,4.0,92.0,24.0,1.0,1427.0,1.8226866738120757,2.5952817250400493
IND506343AAA,IND506169AAB,FTL,night,2,2,1.177526595744681,56.0,47.5,0.5,17.0,1.8226866738120757,1.7640357576241308
IND507002AAA,IND507117AAB,FTL,late_evening,1,1,1.5,162.0,108.0,1.0,54.0,1.8333333333333333,1.8174603174603174
IND507002AAA,IND507159AAA,FTL,late_evening,3,3,1.9411764705882353,34.0,17.0,1.0,55.0,1.8333333333333333,1.847399829497016
IND507002AAA,IND507167AAA,FTL,late_evening,7,7,2.84,64.0,21.0,1.0,288.0,1.8333333333333333,2.094320987654321
IND507002AAA,IND507167AAA,FTL,night,2,2,2.775,55.5,20.0,1.0,71.0,1.8226866738120757,1.9092606125564324
IND507002AAA,IND508001AAA,FTL,evening,1,1,2.5308641975308643,205.0,81.0,1.0,124.0,1.7703025992499675,1.8065198182157247
IND507002AAA,IND508206AAA,FTL,late_evening,12,12,2.1311827956989244,65.0,30.0,1.0,560.0,1.8333333333333333,1.94502688172043
IND507002AAA,IND508207AAB,FTL,late_evening,1,1,1.8805970149253732,126.0,67.0,1.0,59.0,1.8333333333333333,1.835583984837716
IND507002AAA,IND508207AAB,FTL,night,1,1,2.0307692307692307,132.0,65.0,1.0,67.0,1.8226866738120757,1.8325953670005117
IND507002AAA,IND508213AAB,FTL,evening,3,3,1.7555555555555555,79.0,45.0,1.0,106.0,1.7703025992499675,1.768379071811566
IND507002AAA,IND508213AAB,FTL,late_evening,11,11,1.8604651162790697,80.0,44.0,1.0,412.0,1.8333333333333333,1.8429607401850463
IND507111AAA,IND507117AAB,FTL,morning,1,1,1.40625,45.0,32.0,1.0,13.0,1.8750586854460094,1.852734462329533
IND507111AAA,IND507117AAB,FTL,night,18,18,1.714717741935484,54.0,31.0,1.0,423.0,1.8226866738120757,1.7715434955547429
IND507111AAA,IND507303AAA,FTL,night,1,1,1.165289256198347,141.0,121.0,0.0,20.0,1.8226866738120757,1.791382034878089
IND507117AAB,IND507303AAA,FTL,morning,3,3,1.2302158273381294,171.0,140.0,0.6666666666666666,90.0,1.8750586854460094,1.7909487474319383
IND507117AAB,IND507303AAA,FTL,night,15,15,1.3732394366197183,193.0,141.0,1.0,958.0,1.8226866738120757,1.6300664293010654
IND507123AAA,IND506314AAA,FTL,night,12,12,1.3579328756674294,153.5,114.0,0.75,429.0,1.8226866738120757,1.6484039995078335
IND507159AAA,IND507002AAA,FTL,morning,1,1,2.0625,33.0,16.0,1.0,17.0,1.8750586854460094,1.883984462329533
IND507159AAA,IND507002AAA,FTL,night,9,9,3.0,93.0,18.0,1.0,1588.0,1.8226866738120757,2.188059775042811
IND507159AAA,IND508206AAA,FTL,night,5,5,1.135135135135135,42.0,37.0,0.4,32.0,1.8226866738120757,1.6851763660766879
IND507303AAA,IND507002AAA,FTL,afternoon,1,1,2.490566037735849,132.0,53.0,1.0,79.0,1.7676767676767677,1.8021000662510096
IND507303AAA,IND507002AAA,FTL,morning,17,17,2.5849056603773586,137.0,53.0,1.0,1769.0,1.8750586854460094,2.2012045928468997
IND508001AAA,IND501359AAE,FTL,night,14,14,1.7953488372093025,153.5,85.0,1.0,1000.0,1.8226866738120757,1.811429917563875
IND508116AAA,IND508223AAA,FTL,night,1,1,1.2857142857142858,90.0,70.0,1.0,20.0,1.8226866738120757,1.7971165600931334
IND508116AAA,IND508277AAB,FTL,night,14,14,1.0795454545454546,47.5,44.0,0.07142857142857142,60.0,1.8226866738120757,1.5166873482317025
IND508206AAA,IND507002AAA,FTL,night,2,2,1.9464285714285714,54.5,28.0,1.0,53.0,1.8226866738120757,1.8339359372317574
IND508206AAA,IND507159AAA,FTL,morning,1,1,1.5,57.0,38.0,1.0,19.0,1.8750586854460094,1.8571987480438186
IND508206AAA,IND507159AAA,FTL,night,11,11,1.3611111111111112,49.0,36.0,0.8181818181818182,159.0,1.8226866738120757,1.6589017967246367
IND508206AAA,IND508207AAB,FTL,night,4,4,2.0432773109243696,71.5,34.5,1.0,148.0,1.8226866738120757,1.859451779997458
IND508207AAB,IND507002AAA,FTL,night,5,5,3.046875,195.0,64.0,1.0,688.0,1.8226866738120757,2.0675243390496605
IND508207AAB,IND508206AAA,FTL,night,1,1,2.7058823529411766,92.0,34.0,1.0,58.0,1.8226866738120757,1.8647436109134614
IND508207AAB,IND521225AAB,FTL,morning,10,10,1.8811380225613803,249.5,131.5,1.0,1205.0,1.8750586854460094,1.8770851311511332
IND508213AAB,IND508001AAA,FTL,night,14,14,1.8933143669985775,71.0,36.0,1.0,498.0,1.8226866738120757,1.8517686651241647
IND508223AAA,IND500039AAC,FTL,morning,1,1,1.4948453608247423,145.0,97.0,1.0,48.0,1.8750586854460094,1.856953289035473
IND508223AAA,IND500039AAC,FTL,night,13,13,1.6666666666666667,158.0,98.0,1.0,898.0,1.8226866738120757,1.7612242467547934
IND508248AAB,IND508377AAB,FTL,night,15,15,1.7647058823529411,58.0,33.0,1.0,392.0,1.8226866738120757,1.7978377631867324
IND508252AAB,IND508207AAB,FTL,morning,6,6,1.0416666666666667,112.0,108.0,0.0,28.0,1.8750586854460094,1.6827374503430843
IND508277AAB,IND508223AAA,FTL,night,11,11,1.3846153846153846,34.0,25.0,1.0,122.0,1.8226866738120757,1.6672420228067983
IND508377AAB,IND501359AAE,FTL,morning,1,1,2.1379310344827585,248.0,116.0,1.0,132.0,1.8750586854460094,1.8875764163525215
IND508377AAB,IND501359AAE,FTL,night,11,11,1.7478991596638656,208.0,119.0,1.0,1323.0,1.8226866738120757,1.796149168791743
IND509001AAA,IND509203AAA,FTL,night,19,19,1.5757575757575757,52.0,33.0,1.0,377.0,1.8226866738120757,1.7023878824521914
IND509103AAB,IND509103AAC,FTL,night,1,1,1.9411764705882353,33.0,17.0,1.0,16.0,1.8226866738120757,1.828329045087131
IND509103AAB,IND518002AAA,FTL,night,9,9,2.293103448275862,129.0,57.0,1.0,715.0,1.8226866738120757,1.968678086576699
IND509103AAC,IND518002AAA,FTL,night,6,6,2.043395675043834,119.5,58.0,1.0,404.0,1.8226866738120757,1.8736195202501738
IND509124AAA,IND509103AAB,FTL,night,9,9,1.8205128205128205,71.0,39.0,1.0,346.0,1.8226866738120757,1.8220120296847206
IND509124AAA,IND509103AAC,FTL,night,4,4,1.6366396761133604,63.0,38.5,1.0,146.0,1.8226866738120757,1.79167884086229
IND509124AAA,IND518002AAA,FTL,night,1,1,3.064516129032258,190.0,62.0,1.0,128.0,1.8226866738120757,1.8818214097749415
IND509124AAA,IND584101AAA,FTL,late_evening,2,2,1.5272727272727273,84.0,55.0,1.0,58.0,1.8333333333333333,1.8055096418732781
IND509203AAA,IND509301AAA,FTL,night,19,19,1.52,39.0,25.0,1.0,263.0,1.8226866738120757,1.675223935288244
IND509216AAC,IND501359AAE,Carting,night,7,7,1.5555555555555556,42.0,25.0,1.0,133.0,2.125,1.9773662551440327
IND509216AAC,IND501359AAE,FTL,night,5,5,2.88,72.0,25.0,1.0,212.0,1.8226866738120757,2.0341493390496606
IND509301AAA,IND501359AAE,FTL,night,14,14,1.9157054125998225,92.0,48.0,1.0,621.0,1.8226866738120757,1.8609885074305599
IND509301AAA,IND509216AAC,FTL,night,5,5,1.826086956521739,42.0,23.0,1.0,154.0,1.8226866738120757,1.8233667303540084
IND509324AAA,IND508248AAB,FTL,late_evening,2,2,2.1176470588235294,72.0,34.0,1.0,76.0,1.8333333333333333,1.8591800356506238
IND509324AAA,IND508248AAB,FTL,night,6,6,2.36969696969697,74.5,33.0,1.0,264.0,1.8226866738120757,1.9489198190162822
IND509358AAA,IND508248AAB,FTL,late_evening,8,8,2.0655737704918034,126.5,62.0,1.0,565.0,1.8333333333333333,1.899687743950039
IND509358AAA,IND509324AAA,FTL,late_evening,8,8,1.7172364672364673,45.5,27.0,1.0,272.0,1.8333333333333333,1.8001628001628
IND509358AAA,IND509324AAA,FTL,night,1,1,1.2857142857142858,36.0,28.0,1.0,8.0,1.8226866738120757,1.7971165600931334
IND515004AAA,IND501359AAE,FTL,afternoon,17,17,1.7740585774058577,424.0,238.0,1.0,3206.0,1.7676767676767677,1.7706089505252685
IND515004AAA,IND515401AAB,FTL,evening,13,13,1.8108108108108107,67.0,39.0,0.9230769230769231,461.0,1.7703025992499675,1.7862603795618148
IND515004AAA,IND515401AAB,FTL,late_evening,4,4,1.717948717948718,68.5,39.5,1.0,114.0,1.8333333333333333,1.8141025641025639
IND515004AAA,IND515411AAA,FTL,evening,2,2,2.5086538461538463,99.0,39.5,1.0,119.0,1.7703025992499675,1.837425439877593
IND515004AAA,IND515671AAA,FTL,evening,10,10,1.9632575757575756,71.0,32.0,1.0,627.0,1.7703025992499675,1.8346209247525036
IND515004AAA,IND515671AAA,FTL,late_evening,3,3,1.7419354838709677,55.0,32.0,1.0,73.0,1.8333333333333333,1.8214118747078074
IND515004AAA,IND515801AAA,FTL,evening,2,2,2.485185185185185,142.0,57.0,1.0,170.0,1.7703025992499675,1.8352919252440782
IND515004AAA,IND562132AAA,FTL,afternoon,1,1,1.5247524752475248,308.0,202.0,1.0,106.0,1.7676767676767677,1.7561089442277562
IND515004AAA,IND562132AAA,FTL,morning,7,7,1.5141509433962264,320.0,206.0,1.0,740.0,1.8750586854460094,1.7814900115812509
IND515134AAA,IND515201AAA,Carting,late_evening,5,5,1.7857142857142858,100.0,56.0,1.0,232.0,1.8148148148148149,1.8089947089947092
IND515134AAA,IND515201AAA,Carting,night,10,10,1.7025974025974024,94.5,55.0,1.0,411.0,2.125,1.984199134199134
IND515134AAA,IND515591AAA,FTL,late_evening,5,5,1.6382978723404256,78.0,48.0,1.0,176.0,1.8333333333333333,1.7943262411347518
IND515134AAA,IND515591AAA,FTL,night,3,3,1.3673469387755102,67.0,48.0,1.0,60.0,1.8226866738120757,1.7632945344594801
IND515201AAA,IND515134AAA,Carting,night,5,5,1.6896551724137931,98.0,58.0,1.0,306.0,2.125,2.037931034482759
IND515201AAA,IND515301AAA,Carting,night,14,14,2.8797619047619047,59.0,21.0,1.0,535.0,2.125,2.43578431372549
IND515301AAA,IND561202AAB,Carting,night,16,16,1.7886029411764706,29.5,16.0,1.0,247.0,2.125,1.9754901960784315
IND515401AAB,IND515801AAA,FTL,evening,2,2,3.119047619047619,65.5,21.0,1.0,89.0,1.7703025992499675,1.892915782867936
IND515401AAB,IND515801AAA,FTL,late_evening,13,13,2.5,50.0,21.0,1.0,471.0,1.8333333333333333,2.0959595959595956
IND515401AAB,IND515801AAA,FTL,night,3,3,2.3636363636363638,52.0,21.0,1.0,92.0,1.8226866738120757,1.8932453290065483
IND515411AAA,IND516360AAB,FTL,late_evening,2,2,1.8494318181818183,120.0,65.0,1.0,110.0,1.8333333333333333,1.8347968319559227
IND515591AAA,IND516269AAA,FTL,night,10,10,1.689783653846154,109.0,64.0,1.0,473.0,1.8226866738120757,1.7783856671567686
IND515671AAA,IND515134AAA,FTL,late_evening,12,12,1.5521390374331552,52.0,34.0,1.0,233.0,1.8333333333333333,1.7278854723707664
IND515671AAA,IND515134AAA,FTL,night,1,1,1.3714285714285714,48.0,35.0,1.0,13.0,1.8226866738120757,1.8011981927461949
IND515671AAA,IND515591AAA,FTL,late_evening,1,1,2.0,156.0,78.0,1.0,78.0,1.8333333333333333,1.8412698412698412
IND515761AAA,IND515004AAA,FTL,morning,1,1,2.2,110.0,50.0,1.0,60.0,1.8750586854460094,1.890532081377152
IND515761AAA,IND515004AAA,FTL,night,18,18,1.8156108597285068,94.0,52.0,1.0,800.0,1.8226866738120757,1.8193349724040697
IND515801AAA,IND515761AAA,FTL,late_evening,1,1,1.8181818181818181,200.0,110.0,1.0,90.0,1.8333333333333333,1.8326118326118326
IND515801AAA,IND515865AAB,FTL,late_evening,9,9,1.5,138.0,91.0,1.0,470.0,1.8333333333333333,1.7298850574712643
IND515801AAA,IND515865AAB,FTL,night,9,9,1.4945054945054945,136.0,92.0,1.0,452.0,1.8226866738120757,1.720837342303137
IND515865AAB,IND515761AAA,FTL,night,18,18,1.734375,55.0,32.0,1.0,408.0,1.8226866738120757,1.7808548283221455
IND516001AAA,IND516227AAA,FTL,night,2,2,1.75,80.5,46.0,1.0,69.0,1.8226866738120757,1.8160787943746144
IND516101AAA,IND516115AAA,Carting,morning,17,17,2.5652173913043477,63.0,24.0,1.0,717.0,2.2,2.3678025851938895
IND516101AAA,IND516115AAA,Carting,night,1,1,2.32,58.0,25.0,1.0,33.0,2.125,2.1342857142857143
IND516115AAA,IND517501AAB,Carting,morning,17,17,2.360655737704918,149.0,63.0,1.0,1653.0,2.2,2.2738147984049624
IND516227AAA,IND515004AAA,FTL,night,2,2,2.1944337256415203,316.5,144.0,1.0,345.0,1.8226866738120757,1.8564818603420254
IND516269AAA,IND516390AAA,FTL,night,15,15,1.591549295774648,121.0,76.0,1.0,728.0,1.8226866738120757,1.7236277975103211
IND516360AAB,IND516001AAA,FTL,night,2,2,1.5558139534883721,68.5,44.0,1.0,49.0,1.8226866738120757,1.7984255174190118
IND516390AAA,IND515004AAA,FTL,morning,8,8,1.7348484848484849,167.0,97.5,1.0,578.0,1.8750586854460094,1.8349986281324309
IND516390AAA,IND515004AAA,FTL,night,7,7,1.7857142857142858,161.0,99.0,1.0,513.0,1.8226866738120757,1.8131012398607969
IND517325AAA,IND517408AAA,FTL,morning,1,1,2.15625,69.0,32.0,1.0,37.0,1.8750586854460094,1.8884487480438186
IND517501AAB,IND517583AAA,Carting,night,19,19,2.230769230769231,56.0,25.0,1.0,582.0,2.125,2.176528599605523
IND517501AAB,IND517644AAA,FTL,night,16,16,2.4833333333333334,77.5,31.0,1.0,744.0,1.8226866738120757,2.116307411377079
IND517583AAA,IND516101AAA,Carting,morning,2,2,2.395348837209302,103.0,43.0,1.0,120.0,2.2,2.2177589852008457
IND517583AAA,IND516101AAA,Carting,night,17,17,2.2666666666666666,102.0,45.0,1.0,992.0,2.125,2.19009009009009
IND517644AAA,IND524132AAA,FTL,morning,6,6,2.3470588235294114,80.0,34.0,1.0,259.0,1.8750586854460094,1.9839817942344868
IND517644AAA,IND524132AAA,FTL,night,9,9,2.0294117647058822,68.0,34.0,1.0,329.0,1.8226866738120757,1.8868427365032572
IND518002AAA,IND501359AAE,FTL,morning,12,12,1.8829787234042552,265.0,140.5,1.0,1523.0,1.8750586854460094,1.8780286996803517
IND518002AAA,IND509103AAB,FTL,morning,2,2,2.353019480519481,413.0,175.5,1.0,475.0,1.8750586854460094,1.9185096668163253
IND518002AAA,IND509124AAA,FTL,evening,3,3,1.6363636363636365,72.0,46.0,1.0,199.0,1.7703025992499675,1.7528322997430548
IND518002AAA,IND518206AAA,FTL,morning,1,1,10.0,1128.0,85.0,1.0,1043.0,1.8750586854460094,2.2619606528057234
IND518002AAA,IND518401AAA,FTL,evening,8,8,1.744047619047619,50.5,30.0,1.0,212.0,1.7703025992499675,1.7628011763350107
IND518002AAA,IND518401AAA,FTL,late_evening,5,5,1.9,57.0,30.0,1.0,116.0,1.8333333333333333,1.8466666666666667
IND518002AAA,IND518501AAA,FTL,evening,15,15,1.4464285714285714,87.0,57.0,1.0,413.0,1.7703025992499675,1.6314994444693691
IND518002AAA,IND518501AAA,FTL,late_evening,3,3,1.6666666666666667,99.0,54.0,1.0,111.0,1.8333333333333333,1.8115942028985506
IND518002AAA,IND562132AAA,FTL,afternoon,11,11,1.4072847682119205,432.0,309.0,1.0,1302.0,1.7676767676767677,1.6397957356085962
IND518002AAA,IND584101AAA,FTL,evening,14,14,1.6213592233009708,166.5,100.5,0.9285714285714286,877.0,1.7703025992499675,1.708972973859204
IND518102AAA,IND518002AAA,FTL,night,14,14,2.011627906976744,258.0,129.5,1.0,1834.0,1.8226866738120757,1.9004860051151746
IND518124AAA,IND518002AAA,FTL,night,1,1,1.5,105.0,70.0,1.0,35.0,1.8226866738120757,1.8073206417257865
IND518124AAA,IND518206AAA,FTL,night,6,6,1.65,33.0,21.0,1.0,86.0,1.8226866738120757,1.782835902932366
IND518206AAA,IND518002AAA,FTL,night,1,1,1.6506024096385543,137.0,83.0,1.0,54.0,1.8226866738120757,1.814492185041908
IND518206AAA,IND518222AAA,FTL,night,4,4,1.281060606060606,57.0,43.5,0.75,64.0,1.8226866738120757,1.7324156625201643
IND518222AAA,IND518002AAA,FTL,night,5,5,1.4423076923076923,56.0,41.0,0.6,84.0,1.8226866738120757,1.746610877511199
IND518401AAA,IND518422AAB,FTL,late_evening,4,4,2.065705128205128,51.0,24.5,1.0,106.0,1.8333333333333333,1.8720619658119657
IND518401AAA,IND518422AAB,FTL,night,8,8,1.9416666666666669,46.5,23.5,1.0,198.0,1.8226866738120757,1.8566809574848162
IND518422AAB,IND518102AAA,FTL,night,14,14,2.072467532467533,157.5,76.0,1.0,1137.0,1.8226866738120757,1.9255376156113817
IND518501AAA,IND518124AAA,FTL,late_evening,1,1,1.6727272727272726,92.0,55.0,1.0,37.0,1.8333333333333333,1.8256854256854256
IND518501AAA,IND518124AAA,FTL,night,14,14,1.6965894465894467,65.5,39.0,1.0,427.0,1.8226866738120757,1.7707642861321697
IND520011AAA,IND521185AAA,Carting,night,8,8,2.0,64.0,29.5,1.0,297.0,2.125,2.0892857142857144
IND521001AAA,IND521165AAA,FTL,night,3,3,1.88,47.0,25.0,1.0,71.0,1.8226866738120757,1.8301623250539791
IND521001AAA,IND521225AAB,FTL,night,5,5,2.2941176470588234,120.0,54.0,1.0,339.0,1.8226866738120757,1.9169728684614253
IND521105AAA,IND521333AAA,FTL,night,4,4,2.363394584139265,107.5,46.0,1.0,244.0,1.8226866738120757,1.9128046588666072
IND521105AAA,IND534001AAA,FTL,night,4,4,1.941176470588235,33.5,17.0,1.0,64.0,1.8226866738120757,1.8424349732747691
IND521165AAA,IND521225AAB,FTL,night,3,3,8.615384615384615,224.0,26.0,1.0,485.0,1.8226866738120757,2.7086907531476245
IND521185AAA,IND520011AAA,Carting,night,1,1,1.7241379310344827,50.0,29.0,1.0,21.0,2.125,2.105911330049261
IND521185AAA,IND521225AAB,Carting,night,7,7,2.1777777777777776,98.0,45.0,1.0,388.0,2.125,2.1386831275720164
IND521201AAA,IND521105AAA,FTL,late_evening,1,1,1.736842105263158,33.0,19.0,1.0,14.0,1.8333333333333333,1.8287385129490392
IND521201AAA,IND521105AAA,FTL,night,2,2,1.7954545454545454,39.5,22.0,1.0,35.0,1.8226866738120757,1.8202110257795732
IND521225AAB,IND501359AAE,FTL,morning,1,1,1.9372549019607843,494.0,255.0,1.0,239.0,1.8750586854460094,1.8780204100419513
IND521225AAB,IND501359AAE,FTL,night,10,10,1.7303120469977875,446.0,260.0,1.0,2084.0,1.8226866738120757,1.7918951315406464
IND521225AAB,IND507002AAA,FTL,afternoon,14,14,1.3594826465618093,208.0,157.5,0.8571428571428571,1127.0,1.7676767676767677,1.5995968354529615
IND521225AAB,IND521001AAA,FTL,evening,1,1,2.0,150.0,75.0,1.0,75.0,1.7703025992499675,1.781240570714255
IND521225AAB,IND521165AAA,FTL,morning,1,1,3.532258064516129,219.0,62.0,1.0,157.0,1.8750586854460094,1.9539729415922058
IND521225AAB,IND521185AAA,Carting,evening,1,1,2.142857142857143,90.0,42.0,1.0,48.0,1.7540983606557377,1.7726106836177093
IND521225AAB,IND521201AAA,FTL,evening,12,12,1.625,84.5,52.0,1.0,735.0,1.7703025992499675,1.7158141245312297
IND521225AAB,IND521201AAA,FTL,late_evening,9,9,1.5471698113207548,82.0,52.0,1.0,273.0,1.8333333333333333,1.7445239644328778
IND521225AAB,IND521301AAA,FTL,evening,10,10,1.6734074823053589,75.5,46.0,1.0,474.0,1.7703025992499675,1.738004226935098
IND521225AAB,IND521301AAA,FTL,late_evening,9,9,1.8,81.0,46.0,1.0,436.0,1.8333333333333333,1.8229885057471262
IND521225AAB,IND523002AAA,FTL,morning,3,3,1.8653846153846154,194.0,104.0,1.0,297.0,1.8750586854460094,1.8737968502206104
IND521301AAA,IND521001AAA,FTL,late_evening,7,7,1.92,48.0,25.0,1.0,182.0,1.8333333333333333,1.8558024691358024
IND521301AAA,IND521001AAA,FTL,night,12,12,1.8775,46.0,25.0,1.0,287.0,1.8226866738120757,1.8432416711325474
IND521333AAA,IND521225AAB,FTL,night,14,14,2.4561972744970797,167.0,68.0,1.0,1675.0,1.8226866738120757,2.0835439799764894
IND522647AAA,IND523201AAA,FTL,night,19,19,1.4807692307692308,78.0,54.0,0.9473684210526315,450.0,1.8226866738120757,1.6561115092527412
IND523002AAA,IND523105AAA,FTL,afternoon,1,1,1.763157894736842,201.0,114.0,1.0,87.0,1.7676767676767677,1.7674615832510572
IND523002AAA,IND523226AAA,FTL,afternoon,2,2,2.575396825396825,50.0,19.5,1.0,61.0,1.7676767676767677,1.8411058638331368
IND523002AAA,IND523226AAA,FTL,evening,1,1,1.6842105263157894,32.0,19.0,1.0,13.0,1.7703025992499675,1.7662029767292924
IND523002AAA,IND523226AAA,FTL,late_evening,2,2,1.611244019138756,33.0,20.5,1.0,25.0,1.8333333333333333,1.8131433956792806
IND523002AAA,IND523230AAA,FTL,afternoon,12,12,1.6567164179104477,112.5,67.0,1.0,608.0,1.7676767676767677,1.7260666365143977
IND523002AAA,IND523230AAA,FTL,evening,4,4,1.6567164179104477,111.0,67.0,1.0,184.0,1.7703025992499675,1.7513715690267142
IND523002AAA,IND523230AAA,FTL,late_evening,5,5,1.6119402985074627,108.0,68.0,1.0,199.0,1.8333333333333333,1.789054726368159
IND523002AAA,IND523316AAB,FTL,afternoon,1,1,2.282051282051282,178.0,78.0,1.0,100.0,1.7676767676767677,1.7921707921707923
IND523002AAA,IND600056AAB,FTL,morning,11,11,1.6935483870967742,438.0,248.0,0.9090909090909091,1893.0,1.8750586854460094,1.8106518053866034
IND523105AAA,IND524201AAA,FTL,late_evening,1,1,1.0555555555555556,57.0,54.0,0.0,3.0,1.8333333333333333,1.7962962962962963
