source_center,destination_center,route_type,time_bucket,edge_observations,unique_trips,median_delay_ratio,median_actual_minutes,median_osrm_minutes,breach_rate,excess_minutes,fallback_delay_ratio,delay_ratio_weight
IND000000AAL,IND411033AAA,Carting,afternoon,10,10,2.602564102564102,76.0,29.5,1.0,679.0,2.234668335419274,2.357300257800883
IND000000AAL,IND411033AAA,Carting,evening,5,5,2.6551724137931036,77.0,29.0,1.0,260.0,1.7540983606557377,1.9343131712832107
IND000000AAL,IND411033AAA,Carting,late_evening,1,1,1.875,45.0,24.0,1.0,21.0,1.8148148148148149,1.8176807760141094
IND000000AAL,IND411033AAA,Carting,morning,1,1,3.142857142857143,88.0,28.0,1.0,60.0,2.2,2.2448979591836737
IND000000AAL,IND411033AAA,Carting,night,1,1,1.9259259259259258,52.0,27.0,1.0,25.0,2.125,2.1155202821869485
IND000000AAQ,IND700028AAB,Carting,night,2,2,6.071428571428571,85.0,14.0,1.0,142.0,2.125,2.4837662337662336
IND000000AAS,IND783370AAC,FTL,afternoon,5,5,2.4615384615384617,64.0,29.0,1.0,180.0,1.7676767676767677,1.9064491064491065
IND000000AAS,IND783370AAC,FTL,evening,4,4,1.7166666666666668,51.5,30.0,1.0,111.0,1.7703025992499675,1.7613632771527508
IND000000AAZ,IND444203AAA,FTL,night,1,1,3.7532467532467533,289.0,77.0,1.0,212.0,1.8226866738120757,1.9146181061661083
IND000000AAZ,IND444303AAA,FTL,morning,1,1,2.3529411764705883,160.0,68.0,1.0,92.0,1.8750586854460094,1.897814994542418
IND000000ABA,IND683565AAA,Carting,night,7,7,1.0952380952380953,22.0,21.0,0.42857142857142855,91.0,2.125,1.858024691358025
IND000000ABD,IND562132AAA,FTL,morning,1,1,1.56,624.0,400.0,1.0,224.0,1.8750586854460094,1.8600558909009617
IND000000ABD,IND562132AAA,FTL,night,11,11,1.5631313131313131,632.0,404.0,1.0,2782.0,1.8226866738120757,1.7305863845382568
IND000000ABG,IND501359AAF,Carting,afternoon,11,11,5.470588235294118,189.0,34.0,1.0,1848.0,2.234668335419274,3.3828979773103476
IND000000ACA,IND140406AAA,FTL,late_evening,2,2,1.78003003003003,65.0,36.5,1.0,57.0,1.8333333333333333,1.8284875784875785
IND000000ACA,IND142001AAB,FTL,afternoon,9,9,1.603448275862069,98.0,58.0,1.0,321.0,1.7676767676767677,1.7167093046997923
IND000000ACA,IND142401AAA,FTL,late_evening,11,11,2.111111111111111,42.0,19.0,0.9090909090909091,338.0,1.8333333333333333,1.9318996415770608
IND000000ACA,IND142401AAA,FTL,night,1,1,1.6842105263157894,32.0,19.0,1.0,13.0,1.8226866738120757,1.8160925715503478
IND000000ACA,IND143001AAA,FTL,afternoon,1,1,1.7339449541284404,189.0,109.0,1.0,80.0,1.7676767676767677,1.766070490841133
IND000000ACA,IND144001AAB,FTL,afternoon,16,16,1.645235892691952,80.5,48.0,1.0,594.0,1.7676767676767677,1.7132586010168496
IND000000ACA,IND144001AAB,FTL,evening,1,1,1.3859649122807018,79.0,57.0,1.0,22.0,1.7703025992499675,1.7520008046323834
IND000000ACA,IND144514AAA,FTL,late_evening,12,12,1.7348484848484849,114.5,66.0,0.8333333333333334,802.0,1.8333333333333333,1.7964015151515151
IND000000ACA,IND147301AAA,FTL,late_evening,3,3,1.7307692307692308,46.0,27.0,1.0,119.0,1.8333333333333333,1.8199554069119286
IND000000ACA,IND152026AAA,FTL,afternoon,1,1,1.5565217391304347,179.0,115.0,1.0,64.0,1.7676767676767677,1.7576217663174185
IND000000ACA,IND160002AAC,Carting,morning,1,1,1.4444444444444444,130.0,90.0,1.0,40.0,2.2,2.1640211640211637
IND000000ACA,IND160002AAC,FTL,afternoon,12,12,2.3656571269797166,148.5,61.0,1.0,1050.0,1.7676767676767677,1.9919194024153737
IND000000ACA,IND160002AAC,FTL,evening,12,12,1.9840031729243786,127.5,69.0,1.0,818.0,1.7703025992499675,1.8504403143778716
IND000000ACA,IND160002AAC,FTL,morning,21,21,1.9666666666666666,121.0,61.0,1.0,1408.0,1.8750586854460094,1.921979846559029
IND000000ACA,IND160002AAC,FTL,night,25,25,2.129032258064516,128.0,61.0,1.0,1781.0,1.8226866738120757,1.9928786650634316
IND000000ACB,IND000000AEL,Carting,afternoon,2,2,1.8629128058921358,121.0,65.0,1.0,112.0,2.234668335419274,2.200872378189534
IND000000ACB,IND000000AEL,Carting,evening,3,3,1.8421052631578947,120.0,59.0,1.0,158.0,1.7540983606557377,1.7655775218516712
IND000000ACB,IND000000AEL,Carting,late_evening,13,13,1.4833333333333334,95.0,62.0,1.0,714.0,1.8148148148148149,1.6842312008978677
IND000000ACB,IND000000AEL,Carting,night,5,5,3.096774193548387,236.0,62.0,1.0,720.0,2.125,2.3193548387096774
IND000000ACB,IND110024AAA,Carting,afternoon,6,6,1.9862261806130903,138.0,67.0,1.0,406.0,2.234668335419274,2.177335530464001
IND000000ACB,IND110030AAD,Carting,afternoon,21,21,1.6382978723404256,79.0,48.0,0.9523809523809523,814.0,2.234668335419274,1.929210293354498
IND000000ACB,IND110030AAD,Carting,evening,3,3,1.6785714285714286,94.0,56.0,1.0,118.0,1.7540983606557377,1.7442470216882189
IND000000ACB,IND110030AAD,Carting,night,4,4,2.2429608127721337,127.0,58.5,1.0,293.0,2.125,2.1446601354620225
IND000000ACB,IND110037AAK,Carting,evening,23,23,1.8103448275862069,76.0,39.0,1.0,1732.0,1.7540983606557377,1.7841836801766864
IND000000ACB,IND110037AAK,Carting,late_evening,16,16,1.75,63.0,37.0,1.0,453.0,1.8148148148148149,1.7860082304526752
IND000000ACB,IND110043AAA,Carting,afternoon,13,13,1.7714285714285714,62.0,36.0,0.9230769230769231,485.0,2.234668335419274,2.052179943544149
IND000000ACB,IND110043AAA,Carting,evening,2,2,2.6538461538461537,103.5,39.0,1.0,129.0,1.7540983606557377,1.835893614582139
IND000000ACB,IND110043AAA,Carting,night,2,2,2.060846560846561,93.0,48.0,0.5,90.0,2.125,2.1191678691678693
IND000000ACB,IND110043AAC,Carting,afternoon,2,2,2.498977206312098,146.5,58.5,1.0,176.0,2.234668335419274,2.258696414591349
IND000000ACB,IND110043AAC,Carting,late_evening,7,7,1.7241379310344827,100.0,60.0,1.0,271.0,1.8148148148148149,1.791305993093988
IND000000ACB,IND110052AAA,Carting,evening,2,2,1.5346153846153845,102.0,66.5,1.0,71.0,1.7540983606557377,1.7341453628338874
IND000000ACB,IND110064AAA,Carting,afternoon,19,19,1.6379310344827587,96.0,58.0,1.0,927.0,2.234668335419274,1.9439501631681513
IND000000ACB,IND110064AAA,Carting,evening,14,14,1.2357897384305834,73.5,58.5,0.7142857142857143,206.0,1.7540983606557377,1.5406771632689094
IND000000ACB,IND110064AAA,Carting,night,15,15,1.7662337662337662,127.0,73.0,0.9333333333333333,822.0,2.125,1.9712430426716139
IND000000ACB,IND110085AAB,Carting,afternoon,17,17,1.578125,109.0,66.0,1.0,781.0,2.234668335419274,1.9330132894158234
IND000000ACB,IND110085AAB,Carting,evening,3,3,1.3972602739726028,102.0,73.0,0.6666666666666666,88.0,1.7540983606557377,1.70755426239272
IND000000ACB,IND110085AAB,Carting,night,4,4,2.2284382284382285,159.0,70.5,1.0,319.0,2.125,2.142239704739705
IND000000ACB,IND110092AAC,Carting,afternoon,2,2,1.7794713486397837,128.0,72.0,1.0,112.0,2.234668335419274,2.1932867911665928
IND000000ACB,IND110092AAC,Carting,evening,3,3,1.4,112.0,78.0,1.0,105.0,1.7540983606557377,1.707911617961511
IND000000ACB,IND110095AAB,Carting,evening,17,17,0.9651162790697675,81.0,84.0,0.058823529411764705,71.0,1.7540983606557377,1.3915930799270486
IND000000ACB,IND110095AAB,Carting,late_evening,2,2,3.0599700149925035,268.5,89.5,0.5,366.0,1.8148148148148149,1.9280107421036958
IND000000ACB,IND110095AAB,Carting,night,17,17,2.515463917525773,260.0,99.0,1.0,2907.0,2.125,2.3044023404848146
IND000000ACB,IND121002AAB,Carting,afternoon,14,14,2.5310214375788145,162.0,63.0,1.0,1330.0,2.234668335419274,2.35669608336732
IND000000ACB,IND121002AAB,Carting,evening,22,22,1.6616915422885572,111.0,67.0,1.0,972.0,1.7540983606557377,1.705694789130072
IND000000ACB,IND121002AAB,Carting,night,21,21,1.9672131147540983,134.0,63.0,1.0,1730.0,2.125,2.0441823270691724
IND000000ACB,IND121004AAB,Carting,evening,16,16,1.7578754578754578,110.5,63.0,1.0,790.0,1.7540983606557377,1.7557770705311688
IND000000ACB,IND121004AAB,Carting,night,15,15,2.1076923076923078,137.0,63.0,1.0,1059.0,2.125,2.1175824175824176
IND000000ACB,IND122001AAA,Carting,afternoon,16,16,1.8284313725490196,60.5,34.0,0.875,634.0,2.234668335419274,2.0541185741436054
IND000000ACB,IND122001AAA,Carting,evening,3,3,1.40625,47.0,33.0,1.0,42.0,1.7540983606557377,1.7087268353528153
IND000000ACB,IND122001AAA,Carting,late_evening,17,17,1.3783783783783783,51.0,34.0,0.7058823529411765,254.0,1.8148148148148149,1.614289965641317
IND000000ACB,IND122001AAA,Carting,morning,2,2,1.7439903846153846,62.0,35.5,1.0,53.0,2.2,2.1585445804195804
IND000000ACB,IND122001AAA,Carting,night,19,19,1.9375,68.0,38.0,0.9473684210526315,626.0,2.125,2.0336538461538463
IND000000ACB,IND122015AAC,Carting,night,2,2,2.4684343434343434,84.5,34.5,1.0,100.0,2.125,2.1562213039485765
IND000000ACB,IND124103AAA,FTL,evening,13,13,1.7142857142857142,88.0,49.0,1.0,535.0,1.7703025992499675,1.7482353415367768
IND000000ACB,IND124112AAA,FTL,morning,7,7,1.7142857142857142,192.0,112.0,1.0,678.0,1.8750586854460094,1.8333768040340812
IND000000ACB,IND125001AAA,FTL,afternoon,2,2,1.5784313725490198,241.5,153.0,1.0,177.0,1.7676767676767677,1.7504726408469724
IND000000ACB,IND125001AAA,FTL,morning,13,13,1.9483870967741936,302.0,153.0,1.0,1907.0,1.8750586854460094,1.903945635363173
IND000000ACB,IND125005AAA,FTL,afternoon,4,4,1.724025974025974,265.5,154.0,1.0,461.0,1.7676767676767677,1.7604016354016354
IND000000ACB,IND125033AAA,FTL,morning,2,2,1.9575503442563544,272.0,139.0,1.0,266.0,1.8750586854460094,1.8825579271560409
IND000000ACB,IND127021AAA,FTL,evening,2,2,1.784476843910806,192.5,108.0,1.0,169.0,1.7703025992499675,1.7715911669464075
IND000000ACB,IND131028AAB,Carting,afternoon,15,15,0.9791666666666666,188.0,189.0,0.4,831.0,2.234668335419274,1.6965961916681565
IND000000ACB,IND131028AAB,Carting,evening,11,11,2.2211538461538463,236.0,106.0,0.8181818181818182,1352.0,1.7540983606557377,1.919827726477647
IND000000ACB,IND131028AAB,Carting,late_evening,18,18,1.0748663101604277,201.0,186.0,0.2222222222222222,725.0,1.8148148148148149,1.4643128915574735
IND000000ACB,IND131028AAB,Carting,morning,15,15,1.0621761658031088,197.0,189.0,0.26666666666666666,472.0,2.2,1.7123612139156181
IND000000ACB,IND131028AAB,Carting,night,33,33,1.0102564102564102,194.0,188.0,0.30303030303030304,1393.0,2.125,1.4309143686502175
IND000000ACB,IND160002AAC,FTL,afternoon,4,4,1.9766837688595156,424.0,214.5,1.0,1207.0,1.7676767676767677,1.8025112678738926
IND000000ACB,IND160002AAC,FTL,evening,13,13,2.047846889952153,444.0,211.0,1.0,3098.0,1.7703025992499675,1.8796382289205256
IND000000ACB,IND160002AAC,FTL,late_evening,6,6,2.1475557153127247,456.0,214.5,1.0,1591.0,1.8333333333333333,1.9058461907131927
IND000000ACB,IND160002AAC,FTL,morning,16,16,2.237259742549815,481.0,215.0,1.0,5186.0,1.8750586854460094,2.036036933047701
IND000000ACB,IND160002AAC,FTL,night,19,19,2.146118721461187,491.0,234.0,1.0,6715.0,1.8226866738120757,1.9802561329231811
IND000000ACB,IND201001AAC,Carting,afternoon,1,1,1.6071428571428572,180.0,112.0,1.0,68.0,2.234668335419274,2.2047861697870634
IND000000ACB,IND201001AAC,Carting,evening,2,2,0.6979152426520847,168.5,243.0,0.0,0.0,1.7540983606557377,1.6580817135644963
IND000000ACB,IND201001AAC,Carting,late_evening,1,1,1.263157894736842,168.0,133.0,1.0,35.0,1.8148148148148149,1.7885454376682448
IND000000ACB,IND201007AAA,Carting,afternoon,2,2,1.5099551687763713,130.0,87.5,1.0,85.0,2.234668335419274,2.168785320269919
IND000000ACB,IND201007AAA,Carting,evening,3,3,1.048780487804878,89.0,82.0,0.3333333333333333,21.0,1.7540983606557377,1.6621003772404082
IND000000ACB,IND201007AAA,Carting,night,4,4,1.5366387893269615,133.5,87.5,1.0,245.0,2.125,2.0269397982211603
IND000000ACB,IND201301AAF,Carting,afternoon,2,2,1.5719988172678887,130.5,82.5,1.0,96.0,2.234668335419274,2.174425651950966
IND000000ACB,IND201301AAF,Carting,evening,3,3,1.236842105263158,94.0,79.0,0.6666666666666666,42.0,1.7540983606557377,1.6866301534306185
IND000000ACB,IND201301AAF,Carting,night,4,4,1.8774989055887932,156.5,79.5,1.0,300.0,2.125,2.083749817598132
IND000000ACB,IND201301AAM,Carting,afternoon,8,8,1.4318597878094446,275.0,188.5,0.75,666.0,2.234668335419274,2.005294464673608
IND000000ACB,IND201301AAM,Carting,evening,16,16,1.0565672661051673,210.0,189.5,0.0625,208.0,1.7540983606557377,1.444084540855484
IND000000ACB,IND201301AAM,Carting,night,15,15,2.488372093023256,207.0,85.0,1.0,1829.0,2.125,2.280730897009967
IND000000ACB,IND209304AAA,FTL,evening,6,6,1.8052819115489416,723.0,398.0,1.0,1953.0,1.7703025992499675,1.7783747482420382
IND000000ACB,IND209304AAA,FTL,late_evening,6,6,2.2381956438841657,788.0,331.0,1.0,2576.0,1.8333333333333333,1.9267630973066023
IND000000ACB,IND209304AAA,FTL,night,3,3,2.118155619596542,735.0,347.0,1.0,1077.0,1.8226866738120757,1.8612261015230933
IND000000ACB,IND282002AAD,FTL,morning,9,9,1.8125,261.0,145.0,1.0,1231.0,1.8750586854460094,1.855643920997248
IND000000ACB,IND301001AAB,FTL,afternoon,4,4,0.9187310414560161,156.0,168.5,0.25,100.0,1.7676767676767677,1.6261858133066427
IND000000ACB,IND301001AAB,FTL,morning,2,2,1.006216539870386,169.5,168.5,0.0,17.0,1.8750586854460094,1.7960730358482258
IND000000ACB,IND301705AAA,FTL,evening,1,1,3.75,210.0,56.0,1.0,154.0,1.7703025992499675,1.8645739040475882
IND000000ACB,IND302014AAA,FTL,afternoon,2,2,1.7662498489790988,320.5,182.0,1.0,277.0,1.7676767676767677,1.7675470477951614
IND000000ACB,IND302014AAA,FTL,morning,12,12,1.7082267215485594,321.0,190.0,1.0,1573.0,1.8750586854460094,1.8124966989844657
IND000000ACB,IND302014AAA,FTL,night,16,16,1.6859398724567263,315.0,193.0,1.0,1965.0,1.8226866738120757,1.7619103176541426
IND000000ACB,IND302022AAD,FTL,afternoon,1,1,1.7062146892655368,302.0,177.0,1.0,125.0,1.7676767676767677,1.7647500020381377
IND000000ACB,IND302022AAD,FTL,evening,19,19,1.4301675977653632,285.0,200.0,1.0,2095.0,1.7703025992499675,1.604595803654904
IND000000ACB,IND328001AAA,FTL,morning,5,5,1.5324074074074074,360.0,228.0,1.0,641.0,1.8750586854460094,1.806528429838289
IND000000ACB,IND382430AAB,FTL,afternoon,1,1,1.7819905213270142,1128.0,633.0,1.0,495.0,1.7676767676767677,1.7683583749934464
IND000000ACB,IND382430AAB,FTL,evening,15,15,1.7880690737833596,1185.0,637.0,1.0,7876.0,1.7703025992499675,1.7779168026214214
IND000000ACB,IND382430AAB,FTL,late_evening,1,1,1.826086956521739,1176.0,644.0,1.0,532.0,1.8333333333333333,1.8329882677708764
IND000000ACB,IND390022AAA,FTL,evening,2,2,1.6728736397956916,1229.0,735.5,1.0,987.0,1.7703025992499675,1.7614454211177608
IND000000ACB,IND390022AAA,FTL,late_evening,9,9,1.7142857142857142,1242.0,731.0,1.0,4679.0,1.8333333333333333,1.7963875205254514
IND000000ACB,IND411033AAA,FTL,late_evening,20,20,1.5551732745096087,1785.5,1147.5,1.0,12629.0,1.8333333333333333,1.6942533039214709
IND000000ACB,IND411033AAA,FTL,night,2,2,1.5769145240315887,1747.0,1108.0,1.0,1278.0,1.8226866738120757,1.8003437511047589
IND000000ACB,IND421302AAG,FTL,afternoon,12,12,1.734062625681264,1854.0,1059.0,1.0,9472.0,1.7676767676767677,1.755071464428454
IND000000ACB,IND421302AAG,FTL,evening,1,1,1.6345811051693404,1834.0,1122.0,1.0,712.0,1.7703025992499675,1.7638396709604138
IND000000ACB,IND421302AAG,FTL,late_evening,14,14,1.7924845242168788,1871.5,1048.5,1.0,11848.0,1.8333333333333333,1.816513235461852
IND000000ACB,IND421302AAG,FTL,morning,3,3,1.7536496350364963,1922.0,1064.0,1.0,2534.0,1.8750586854460094,1.8592227223491165
IND000000ACB,IND421302AAG,FTL,night,3,3,1.6588124410933083,1760.0,1085.0,1.0,3158.0,1.8226866738120757,1.8013117738922366
IND000000ACB,IND462022AAA,FTL,evening,1,1,1.3136482939632546,1001.0,762.0,1.0,239.0,1.7703025992499675,1.7485571561410764
IND000000ACB,IND462022AAA,FTL,night,17,17,1.5271966527196652,1095.0,719.0,1.0,6256.0,1.8226866738120757,1.6869209884452927
IND000000ACB,IND474003AAA,FTL,morning,2,2,4.109434237386994,1134.5,316.0,1.0,1637.0,1.8750586854460094,2.0781837356224626
IND000000ACB,IND501359AAE,FTL,afternoon,3,3,1.7177358490566037,2432.0,1333.0,1.0,3040.0,1.7676767676767677,1.7611627348132683
IND000000ACB,IND501359AAE,FTL,evening,13,13,1.844884488448845,2282.0,1254.0,1.0,14337.0,1.7703025992499675,1.7996833434798285
IND000000ACB,IND501359AAE,FTL,night,13,13,1.7420604182804027,2196.0,1248.0,1.0,12390.0,1.8226866738120757,1.7909248155723259
IND000000ACB,IND521225AAB,FTL,night,11,11,1.5974884335756774,2501.0,1576.0,1.0,10532.0,1.8226866738120757,1.7427776208249668
IND000000ACB,IND562132AAA,FTL,afternoon,2,2,1.743021795922847,3022.5,1734.0,1.0,2577.0,1.7676767676767677,1.7654354066082296
IND000000ACB,IND562132AAA,FTL,evening,19,19,1.6745144202472042,2890.0,1722.0,1.0,23585.0,1.7703025992499675,1.7236365633255442
IND000000ACB,IND562132AAA,FTL,morning,27,27,1.6572254335260115,2850.0,1730.0,1.0,30333.0,1.8750586854460094,1.749920434343032
IND000000ACB,IND562132AAA,FTL,night,18,18,1.6109609751170073,2817.5,1747.0,1.0,19837.0,1.8226866738120757,1.7223955533775694
IND000000ACB,IND600056AAB,FTL,morning,6,6,1.663465143954542,3022.5,1776.0,1.0,7656.0,1.8750586854460094,1.8262294066402862
IND000000ACB,IND600056AAB,FTL,night,8,8,1.7058798082239903,2970.5,1741.5,1.0,11269.0,1.8226866738120757,1.7893132836440515
IND000000ACB,IND712311AAA,FTL,afternoon,15,15,2.0342275670675303,2205.0,1078.0,1.0,18771.0,1.7676767676767677,1.8819128245585228
IND000000ACB,IND712311AAA,FTL,evening,2,2,1.9684370726916351,2143.5,1087.0,1.0,2113.0,1.7703025992499675,1.7883148241083011
IND000000ACB,IND712311AAA,FTL,late_evening,14,14,1.8023105665270567,1896.0,1074.5,1.0,13990.0,1.8333333333333333,1.8205592528836898
IND000000ACB,IND712311AAA,FTL,night,17,17,1.763840830449827,2051.0,1183.0,1.0,14982.0,1.8226866738120757,1.7956493944294207
IND000000ACB,IND751002AAB,FTL,late_evening,3,3,1.8066037735849056,2379.0,1317.0,1.0,3166.0,1.8333333333333333,1.829846869018321
IND000000ACB,IND751002AAB,FTL,night,12,12,1.3333461130374178,2384.5,1828.0,0.9166666666666666,8267.0,1.8226866738120757,1.639183963521579
IND000000ACB,IND821115AAB,FTL,late_evening,1,1,1.7571428571428571,1230.0,700.0,1.0,530.0,1.8333333333333333,1.829705215419501
IND000000ACB,IND821115AAB,FTL,night,17,17,1.771712158808933,1328.0,742.0,1.0,9714.0,1.8226866738120757,1.7992659507025237
IND000000ACB,IND834002AAB,FTL,late_evening,4,4,1.710274230349683,1606.0,920.5,1.0,2612.0,1.8333333333333333,1.812823482836058
IND000000ACB,IND834002AAB,FTL,night,12,12,1.667905494216614,1604.5,970.0,1.0,7744.0,1.8226866738120757,1.7646437314637777
IND000000ACB,IND842001AAA,FTL,morning,1,1,1.8560885608856088,1509.0,813.0,1.0,696.0,1.8750586854460094,1.8741553461812286
IND000000ACB,IND842001AAA,FTL,night,18,18,1.769671807038355,1508.0,844.0,1.0,11971.0,1.8226866738120757,1.797574368498208
IND000000ACK,IND501359AAF,Carting,afternoon,32,32,2.5946969696969697,71.0,27.0,1.0,1511.0,2.234668335419274,2.456224418051702
IND000000ACN,IND501359AAF,Carting,afternoon,8,8,2.3888888888888893,43.0,18.0,1.0,343.0,2.234668335419274,2.2787313506963067
IND000000ACN,IND501359AAF,Carting,evening,8,8,1.9444444444444444,33.5,18.5,1.0,219.0,1.7540983606557377,1.8084829560239395
IND000000ACT,IND000000ACB,Carting,afternoon,2,2,2.928525641025641,115.0,39.5,1.0,151.0,2.234668335419274,2.2977462722925797
IND000000ACT,IND000000ACB,Carting,evening,10,10,1.431547619047619,64.5,42.0,0.7,218.0,1.7540983606557377,1.6465814467863646
IND000000ACT,IND000000ACB,Carting,late_evening,8,8,1.6720238095238096,68.5,40.5,1.0,206.0,1.8148148148148149,1.7740173847316707
IND000000ACT,IND000000ACB,Carting,morning,8,8,1.9711779448621551,83.5,42.5,1.0,438.0,2.2,2.134622269960616
IND000000ACT,IND000000ACB,Carting,night,15,15,1.6829268292682926,69.0,39.0,1.0,540.0,2.125,1.9355400696864113
IND000000ACT,IND000000ACB,FTL,evening,53,53,1.2142857142857142,51.0,42.0,0.5660377358490566,1124.0,1.7703025992499675,1.3666191074266054
IND000000ACT,IND000000ACB,FTL,late_evening,4,4,1.1946428571428571,49.5,41.0,0.5,33.0,1.8333333333333333,1.7268849206349206
IND000000ACT,IND131028AAB,Carting,afternoon,19,19,1.8245614035087718,102.0,57.0,1.0,833.0,2.234668335419274,2.0348726506423627
IND000000ACT,IND131028AAB,Carting,evening,12,12,1.4764150943396226,85.0,58.0,0.75,373.0,1.7540983606557377,1.6499671357871946
IND000000ACT,IND131028AAB,Carting,late_evening,4,4,1.3421052631578947,76.5,57.0,1.0,79.0,1.8148148148148149,1.7360298895386617
IND000000ACT,IND131028AAB,Carting,morning,4,4,2.1198830409356724,117.5,55.5,1.0,238.0,2.2,2.1866471734892787
IND000000ACT,IND160002AAC,FTL,morning,3,3,1.9796954314720812,391.0,199.0,1.0,595.0,1.8750586854460094,1.8887069566668016
IND000000ACT,IND160002AAC,FTL,night,18,18,1.9712996291448517,380.0,192.5,1.0,3450.0,1.8226866738120757,1.8930822842328643
IND000000ADM,IND683511AAA,Carting,night,1,1,3.3076923076923075,86.0,26.0,1.0,60.0,2.125,2.181318681318681
IND000000ADV,IND600044AAC,Carting,afternoon,12,12,1.5510204081632653,76.5,49.0,1.0,381.0,2.234668335419274,1.9783003626982705
IND000000ADV,IND600044AAC,Carting,evening,6,6,1.5044897959183674,74.5,49.0,1.0,143.0,1.7540983606557377,1.6964963841778828
IND000000AEL,IND000000ACB,Carting,afternoon,1,1,1.8305084745762712,108.0,59.0,1.0,49.0,2.234668335419274,2.2154226277600833
IND000000AEL,IND000000ACB,Carting,evening,10,10,1.8152709359605912,106.5,56.5,0.9,540.0,1.7540983606557377,1.7744892190906887
IND000000AEL,IND000000ACB,Carting,late_evening,2,2,2.086206896551724,121.0,58.0,1.0,126.0,1.8148148148148149,1.8394868222454432
IND000000AEL,IND000000ACB,Carting,morning,3,3,1.894736842105263,108.0,57.0,1.0,388.0,2.2,2.1601830663615558
IND000000AEL,IND000000ACB,Carting,night,1,1,10.0,597.0,57.0,1.0,540.0,2.125,2.5
IND000000AEM,IND110037AAB,Carting,evening,3,3,1.8636363636363635,89.0,52.0,1.0,178.0,1.7540983606557377,1.7683859262619064
IND000000AEM,IND110037AAB,Carting,morning,4,4,3.928698752228164,185.0,44.0,1.0,497.0,2.2,2.488116458704694
IND000000AEM,IND110037AAB,Carting,night,4,4,4.415909090909091,207.5,47.0,1.0,726.0,2.125,2.506818181818182
IND000000AEM,IND110064AAB,Carting,morning,1,1,1.462962962962963,79.0,54.0,1.0,25.0,2.2,2.1649029982363315
IND000000AEM,IND110064AAB,Carting,night,10,10,2.066037735849057,115.0,59.5,1.0,545.0,2.125,2.105345911949686
IND000000AET,IND000000AAS,FTL,afternoon,8,8,2.5208333333333335,119.0,48.0,1.0,550.0,1.7676767676767677,1.9828643578643579
IND000000AFF,IND734203AAA,FTL,afternoon,3,3,4.842105263157895,92.0,19.0,1.0,205.0,1.7676767676767677,2.1686891801308277
IND000000AFG,IND673027AAB,FTL,night,1,1,1.826086956521739,84.0,46.0,1.0,38.0,1.8226866738120757,1.8228485920363457
IND000000AFG,IND673632AAA,FTL,night,3,3,2.404255319148936,113.0,47.0,1.0,169.0,1.8226866738120757,1.898543453638623
IND000000AFJ,IND695121AAA,Carting,late_evening,2,2,1.0,27.0,27.0,0.0,2.0,1.8148148148148149,1.7407407407407407
IND000000AFJ,IND695121AAA,Carting,night,18,18,1.1394230769230769,28.5,25.0,0.2222222222222222,64.0,2.125,1.6581477732793524
IND000000AFJ,IND695572AAB,Carting,late_evening,1,1,2.3076923076923075,60.0,26.0,1.0,34.0,1.8148148148148149,1.838285171618505
IND000000AFR,IND683511AAA,Carting,night,8,8,1.9714285714285715,67.0,32.0,1.0,323.0,2.125,2.081122448979592
IND000000AFT,IND400072AAB,Carting,evening,10,10,2.026315789473684,37.5,18.0,1.0,174.0,1.7540983606557377,1.844837503595053
IND000000AFT,IND400701AAA,Carting,night,1,1,3.111111111111111,56.0,18.0,1.0,38.0,2.125,2.171957671957672
IND000000AFT,IND400706AAA,Carting,night,2,2,3.511111111111111,56.0,14.0,1.0,84.0,2.125,2.251010101010101
IND000000AFT,IND410206AAA,Carting,morning,1,1,2.4210526315789473,46.0,19.0,1.0,27.0,2.2,2.2105263157894735
IND000000AFT,IND410206AAA,Carting,night,1,1,3.78125,121.0,32.0,1.0,89.0,2.125,2.2038690476190474
IND000000AFT,IND410206AAB,Carting,morning,1,1,2.9444444444444446,53.0,18.0,1.0,35.0,2.2,2.2354497354497354
IND000000AFT,IND410209AAA,Carting,late_evening,2,2,4.598717948717949,84.0,20.5,1.0,127.0,1.8148148148148149,2.067896917896918
IND000000AFT,IND410209AAA,Carting,morning,15,15,2.142857142857143,32.0,14.0,1.0,237.0,2.2,2.1755102040816325
IND000000AFT,IND410209AAA,Carting,night,23,23,2.0714285714285716,32.0,16.0,0.9565217391304348,391.0,2.125,2.096345514950166
IND000000AFT,IND410210AAA,Carting,late_evening,8,8,3.664835164835165,48.5,14.5,1.0,303.0,1.8148148148148149,2.343392057677772
IND000000AFT,IND410210AAA,Carting,night,5,5,2.263157894736842,43.0,18.0,1.0,117.0,2.125,2.1526315789473687
IND000000AFT,IND421302AAG,Carting,evening,8,8,2.2861111111111114,46.5,22.5,1.0,574.0,1.7540983606557377,1.9061020036429872
IND000000AFT,IND421302AAG,Carting,late_evening,1,1,2.2857142857142856,48.0,21.0,1.0,27.0,1.8148148148148149,1.837238599143361
IND000000AFT,IND421302AAG,Carting,morning,2,2,3.5100250626566414,70.5,20.0,1.0,101.0,2.2,2.31909318751424
IND000000AFT,IND421302AAG,Carting,night,4,4,3.142857142857143,66.0,21.0,1.0,187.0,2.125,2.294642857142857
IND110014AAA,IND110024AAA,Carting,morning,7,7,2.909090909090909,24.0,11.0,1.0,159.0,2.2,2.3838383838383836
IND110014AAA,IND110024AAA,Carting,night,4,4,3.3636363636363638,32.5,11.0,1.0,89.0,2.125,2.331439393939394
